Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
JBLU,,38.21,,,,,57,22.9,39.8,33.88,,,35.58,0.55,0.38,0.25,4.73,0.54,5.04,31.36,13.1,,2.23,,,,,,,7.56,4.13,0.67,0.66,,0.19,,,,,1.38,,3.47,7.36,16.6,,,,,,0.61,,,,0.17,,,,,,,0.21,,,,,,,0.71,0.5,,,,,,,,,16.93,,,6,1656253947.0,Airlines,Transportation
JBSS,,52.05,,6.6,7.7,4.9,4.8,28.5,4,53.88,1.39,1.38,52.03,7.78,,0.01,93.03,2.34,81.53,22.47,25.94,0.53,0.16,,0.16,0.93,14.8,11.19,12.7,,,,1.14,6.76,0.63,6.88,6.8,0.93,,12.93,,,101.71,20.07,31.49,,5.65,,7.52,3.34,18.02,18.53,1.89,1,,0.99,0.9,,11.28,1.71,1.12,,10.68,9.15,11.01,2.19,1.26,3.54,0.77,12.86,24.41,23.01,19.67,,16.04,,2.1,19.66,,,10,1177988203.0,Food: Specialty/Candy,Consumer Non-Durables
JBT,,41.05,,32.6,,5.1,1.3,,,40.47,0.45,4.56,39.95,3.36,1.07,0.73,86.81,2.54,84.09,46.59,47.43,2.48,0.43,,0.09,0.45,17.39,11.45,1069.53,17.04,11.08,1.73,1.82,5.75,0.57,0.17,0.1,0.45,16.83,2.96,,10.31,114.69,35.97,8.86,,35.28,,9.55,1.82,4.64,19.68,8.2,1.7,,,,,872.46,2.52,0.89,,,63.72,6.38,,1.28,7.28,1.96,21.68,51.9,7.99,42.65,,6.76,,11.78,16.57,,,10,3470649773.0,Industrial Machinery,Producer Manufacturing
JCI,19.69,57.09,2.2,0.4,11.7,16.9,26.2,1.3,9.6,69.61,3.01,20.47,61.09,1.88,0.07,0.08,70.6,0.96,59.53,83.61,86.6,3.31,0.65,,0.42,2.09,25.42,18.03,38.67,17.99,13.83,2.33,2.1,3.93,0.37,5.44,3.11,2.09,17.72,15.73,8.76,1.85,67.63,32.93,6.61,,6.02,,9.43,2.95,29.54,19.88,1.79,1.78,,,,,32.67,,1.16,,,24.35,47.2,1.53,1.65,,0.73,3.76,58.51,7.2,9.98,,6.29,,3.14,27.8,,,9,38866686232.0,Industrial Machinery,Producer Manufacturing
JD,,50.67,,3.8,,,18.3,5.6,9.3,44.84,2.85,12.06,50.37,2.47,0.72,2.34,26.65,1.15,26.11,62.44,6.62,1.96,0.39,,0.21,2.85,5.54,5.26,4.15,3.78,3.41,0.15,0.21,18.05,0.34,5.17,20.31,2.85,7.84,,10.48,5.34,44.53,15.19,12.57,,2.81,,3.33,1.28,9.71,7.42,0.18,0.28,,,,,5.31,0.78,0.18,,,4.13,,,0.47,1.84,0.9,4.99,41.42,11.6,13.74,,8.33,,4.62,41.63,,,5,43365217973.847,Internet Retail,Retail Trade
JEF,60.2,62.06,5.5,7.5,26,22,,,9.5,67.94,8.62,32.28,63.13,1.17,0.84,0.54,57.39,3.07,,796.41,189.78,4.95,2.04,,0.59,2.2,5.38,5.19,,,,2.68,2.33,18.59,0.16,,,2.48,13.36,20.39,66.12,5.09,41.33,60.87,1.26,,4.99,,45.89,1.23,31.71,28.41,1.28,1.43,,,,,,1.38,1.3,,,,,1.49,1.46,1.51,3.07,0.78,26.43,8.43,4.64,,7.47,,,22.24,,,10,8542865583.999999,Investment Banks/Brokers,Finance
JELD,7.24,42.17,5.4,,,3,15.6,2.3,6.4,40.9,,,39.87,2.17,0.31,0.16,13.74,2.03,56.47,34.11,49.05,6.69,1.77,,,,35.58,11.44,24.74,10.8,6.74,0.59,0.58,2.81,0.27,2.33,8.1,,9.62,8.44,14.71,,15.09,19.24,1.36,,,,2.09,1.51,,9.48,8.62,0.31,,0.76,1.01,,12.79,1.31,,,,5.15,9.34,,0.62,4.1,1.33,,4.63,2.8,,,,,45.86,76.33,,,9,1162816528.0,Forest Products,Non-Energy Minerals
JHG,38.01,62.19,3.3,2,2.7,33.4,,,0.8,80.25,4.74,15.47,67.19,3.48,3.15,6.1,36.59,4.05,,92.96,42.47,0.46,0.07,,0.52,4.23,6.82,6.6,7.37,7.47,7.19,1.88,1.95,14.66,0.7,26.43,10.11,4.23,11.85,22.22,8.59,6.53,30.13,69.18,43.22,,21.29,,24.62,1.31,12.55,12.12,,2.59,,,,,9.83,2.03,,,13.31,9.7,10.64,0.94,0.63,7.65,4.05,7.45,1456.58,11,10.61,,10.36,,6.3,12.7,,,10,4555592613.0,Investment Managers,Finance
JHX,26.9,55.07,0.8,28.3,,25,22.5,,17.3,65.87,,,58.12,4.89,0.48,0.3,33.8,1.94,50.36,59.97,31.24,1.21,0.62,,,,19.81,15.98,39.08,18.2,14.77,3.92,3.95,5.05,0.39,9.9,2.69,,22.61,22.34,11.07,8.44,32.7,40.56,29.03,,12.77,,23.67,7.43,29.14,20.74,1.05,3.63,,0.71,2.78,,36.93,2.85,1.02,,,17.12,34.33,0.91,2.45,9.01,1.44,10.81,34.31,19.98,27.7,,16.36,,1.26,41.73,,,10,12440835257.11767,Construction Materials,Non-Energy Minerals
JJSF,3.99,59.34,,3.3,7.2,32.3,63,24.7,14.5,69.68,2.68,17.94,62.31,7.07,0.32,0.37,170.47,2.27,59.32,32.02,44.43,0.9,0.18,,0.6,1.72,28.36,18.14,32.09,,,1.65,2.19,3.53,0.68,6.81,3.28,1.83,28.11,8.9,15.32,2.42,169.81,31.18,46.9,,5.49,,7.61,3.53,37.88,34.86,,2.09,,,,,30.52,3,0.9,,179.44,17.15,26.68,4.58,2.7,5.82,1.39,6.63,16.88,10.79,9.57,,7.86,,0.84,38.22,,,10,3314758944.0,Food: Specialty/Candy,Consumer Non-Durables
JKHY,7.87,48.16,0.5,12.3,6.3,8.8,8.8,4.5,9.3,51.26,1.81,,47.92,8.09,0.17,0.15,163.69,1.64,,5.55,51.04,0.35,0.14,,0.41,1.3,23.88,17.2,36.6,22.6,16.34,5.2,5.54,4.19,0.63,15.15,2.81,1.33,28.51,11.13,8.15,6.85,191.33,41.35,29.87,,17.23,,22.09,6.48,31.38,31.38,3.61,5.41,,1.96,2.85,,35.64,3,0.83,,,21.06,34.21,3.63,2.35,6.48,1.64,13.68,189.44,21.51,22.16,,14.7,,1.72,34.27,,,10,11267749388.999998,Packaged Software,Technology Services
JKS,,44.05,,18.4,,66.9,35.4,25.5,34.8,45.21,16.73,,44.71,1.13,0.22,0.33,17.97,1.03,72.5,50.45,67.33,6.1,2.55,,0.24,16.73,6.41,6.41,,19.25,4.38,0.35,0.48,15.6,0.15,,,16.73,7.28,,,12.41,79.0,14.97,4.49,,2.75,,5.32,0.33,2.79,2.91,0.07,0.07,,0.23,,,,0.22,0.27,,,0.56,2.95,0.12,,0.37,0.77,2.53,14.19,16.4,16.47,,5.38,,,6.42,,,10,1542988905.0,Semiconductors,Electronic Technology
JLL,45.12,58.73,2.4,7,,2.2,,,10.7,59.24,,27.01,58.23,2.84,0.08,0.11,247.19,1.2,,,31.2,3.8,0.59,,,,20.24,15.23,31.87,18.71,14.18,0.64,0.69,4.94,0.4,2.17,4.02,,19.69,4.21,35.23,,196.41,,5.27,,1.76,,3.41,1.84,31.21,23.39,29.24,0.54,,,,,25.3,3.45,1.2,,,18.28,54.02,,1.27,11.44,1.2,2.43,55.11,7.31,6.16,,5.07,,4.07,21.13,,,10,7354497707.999999,Real Estate Development,Finance
JNJ,,61.18,2.9,5.9,5.7,0.5,7.3,,2.5,72.68,3.95,,62.98,3,0.47,0.61,162.35,1.07,160.31,123.88,65.08,1.51,0.58,,0.46,2.98,19.96,14.69,20.4,14.69,12.66,4.57,4.67,5.01,0.4,22.91,5.07,3.07,16.19,5.15,4.5,3.45,178.21,69.06,30.9,,43.91,,27.42,5.46,10.72,15.49,38.73,4.54,,1.12,1.62,,20.21,,0.97,,,16.26,9.94,,1.66,,0.85,21.64,102.73,16.07,53.29,,15.37,,6.01,22.18,,,10,388773878809.0,Pharmaceuticals: Major,Health Technology
JNPR,31.44,71.62,0.8,0.4,3.2,5,27.6,12.8,8.8,72.38,2.74,0.24,72.64,2.05,0.55,0.65,38.74,1.69,163.63,52.13,65.6,3.59,0.38,,0.49,2.27,44.35,27.92,25.85,18.35,15.15,2.67,2.64,2.25,0.48,10.19,4.08,2.27,24.57,3.1,,,31.48,58.56,4.5,,4.58,,7.24,2.8,53.96,21.4,,2.48,,,,,24.02,4.13,1.21,,,19.14,97.09,,1.59,17.94,1.23,2.48,26.92,4.15,5.27,,5.47,,2.91,36.21,,,9,9136268819.999998,Information Technology Services,Technology Services
JOBY,,46.34,,,,,,,,56.63,,18.5,47.72,10.28,19.12,27.41,4.98,19.87,,50842.07,,,0.03,,,,,,,,,7394.13,2725.95,,0.83,,,,,,,493.67,0.0,97.24,,,,,,4.18,,,,2620,,,,,,,,5.53,5.3,,,,,4.08,19.87,,,,,,,,,,,,,4537447902.000001,Aerospace & Defense,Electronic Technology
JOE,3.87,54.26,0.3,7.8,84.6,25.8,16.6,24.4,34.9,65.69,0.86,9.76,56.56,3.46,0.78,0.14,58.73,1.48,7.12,51.71,45.24,3.69,0.89,,0.4,0.86,31.66,23.44,259.4,,,,10.35,3.16,0.46,3.99,0.45,0.96,,17.91,,,63.87,40.7,2.51,,18.33,,22.21,4.84,48.14,48.7,1.6,8.87,,,,,221.61,3.24,0.76,,,33.81,,1.95,,4.84,1.44,4.63,183.3,8.92,10.37,,4.43,,,72.51,,,9,3338880721.0000005,Real Estate Development,Finance
JWN,28.08,45.17,,39.3,27.1,,,,9.7,34.32,3.58,8.42,41.99,1.81,0.14,0.1,21.15,1.03,83.37,59.34,7.58,3.25,5.07,,0.33,3.58,14.02,5.61,38.51,15.68,6.6,0.49,0.49,7.13,0.1,1.28,5.49,3.58,11.95,,,1.21,20.33,36.16,3.41,,2.01,,3.13,4.14,11.56,9.24,,0.24,,,,,19.22,1.56,0.49,,,4.74,16.11,,1.6,5.89,0.36,3.43,11.4,9.87,41.09,,5.21,,9.62,10.58,,,9,2381523068.0,Department Stores,Retail Trade
K,1.06,87.94,0.3,1,0.9,,,,,92.94,3,1.11,90.93,3.15,0.06,0.04,80.64,0.73,68.01,120.78,46.4,3.9,1.97,,0.6,2.83,26.23,20.35,30.69,19.43,16.08,2.62,2.97,3.81,0.22,9.68,3.99,2.83,21.92,,8,,58.51,34.43,4.7,,7.94,,12.63,8.35,30.55,21.05,,2.43,,,,,25.1,,1.49,,,15.93,39.13,,2.18,,0.48,5.46,32.11,11.83,25.71,,7.28,,4.3,23.44,,,10,20527106601.0,Food: Specialty/Candy,Consumer Non-Durables
KAI,62.17,50.58,,15.5,6,20.7,26.5,15.6,14.1,62.74,0.5,5.97,52.33,5.52,0.37,0.21,310.16,2.25,108.19,31.64,51.41,1.64,0.43,,0.12,0.39,23.22,18.77,31.01,21.8,,3.77,3.92,4.31,0.56,12.64,3.49,0.41,31.28,19.31,,,246.52,43.77,12.34,,11.35,,16.74,4.51,31.91,30.14,2.01,3.61,,1.09,1.24,,28.65,11.05,1.83,,,23.2,28.75,1.84,1.81,91.22,1.4,8.99,58.5,16.06,15.01,,11.24,,,47.28,,,10,2585598870.0,Industrial Machinery,Producer Manufacturing
KALU,27.77,42.18,,,4.7,16.6,10.3,,37.5,65.95,6.22,35.14,48.55,2.17,0.18,0.07,70.82,2.55,65.89,35.62,42.97,5.13,1.63,,1.17,4.35,22.65,10.32,18.16,19.71,10.16,0.79,0.73,4.42,0.29,4.01,10.48,4.35,23.3,8.86,,,71.37,11.34,2.16,,1.37,,3.3,1.72,28.33,27.01,,0.39,,,,,9.59,1.52,0.37,,,4.53,9.31,5.12,0.94,1.91,1.42,1.78,6.02,5.01,6.25,,4.29,,5.88,78.69,,,7,1238137876.0,Aluminum,Non-Energy Minerals
KAR,17.38,51.58,5.9,,,,,,13.7,60.69,,22.99,53.41,1.12,0.02,0.18,17.17,1.08,,263.04,71.85,0.97,0.25,,,,8.65,6.18,12.04,,,1.3,1.31,11.56,0.29,10.84,9.62,,21.33,,24.57,5.98,17.23,46.81,1.6,,3.39,,15.05,1.4,225.92,23.85,,1.14,,,,,10.47,,1.1,,,8.17,22.92,,0.61,,1.08,1.18,112.99,11.35,4.24,,3.76,,8.44,13.74,,,9,1703117975.0,Miscellaneous Commercial Services,Commercial Services
KBH,64.21,57.52,6.1,20,18.6,35.1,31,61.2,20,64.46,6.94,28.4,58.55,4.44,0.78,0.38,81.78,7.69,375.83,27.74,3.85,2.24,0.43,,0.11,1.09,9.94,9.45,13.77,8.07,7.18,1.03,1.13,10.06,0.59,8.19,8.57,1.21,9.22,25.08,11.57,5.56,52.81,21.48,,,9.43,,11.35,1.54,10.82,10.82,0.37,1.02,,0.31,0.36,,12.55,0.86,1.72,,1.72,11.69,12.56,0.43,0.79,1.54,1.26,9.15,15.85,12.5,15.75,,10.58,,12.91,15.26,,,10,3852347992.0,Homebuilding,Consumer Durables
KBR,12.82,58.26,1.4,,10.5,,,,8.3,71.44,1.47,15.35,62.67,3.06,0.17,0.13,66.71,1.1,,39.63,45.83,3.56,1.51,,0.27,0.84,23.74,18.05,47.16,15.38,12.92,1.41,1.49,4.21,0.24,3.16,2.56,0.89,20.51,,,11.95,60.21,13.94,4.1,,2.77,,7.03,6.34,45.38,31.32,,1.27,,,,,39.19,,1.96,,,29.3,41.9,,2.12,,1.1,3.41,118.43,11.26,13.52,,6.69,,1.79,,,,6,8123308796.0,Information Technology Services,Technology Services
KC,,48.08,,,,,4.4,11.2,,53.14,,,49.91,,0.26,1.16,2.44,0.89,,127.74,97.29,,0.24,,,,,,,,469.14,0.36,0.62,,0.42,,,,,,28.77,8.46,4.05,15.13,,,,,,0.63,,,,0.61,,,,,,,,,,,,,,3.3,0.89,,,,,,,,,,,,,1311921381.15665,Data Processing Services,Technology Services
KD,76.78,43.3,,,,76.8,73.5,22.1,,53.91,,28.51,45.94,1.63,0.3,0.31,23.33,1.03,,40.86,36.74,3.42,4.13,,,,66.21,6.88,,,,0.54,0.53,1.51,0.1,,,,31.11,,,,12.8,18.75,1.78,,,,1.37,5.45,,,,0.35,,,,,,,,,,9.3,,,,,1.03,,3.47,2.07,,,,,2.54,,,,,3666850895.0,Data Processing Services,Technology Services
KDP,,67.09,0.4,2.9,11.4,10,3.5,,8.8,64.58,2.66,8.1,68.99,1.6,0.06,0.03,35.69,0.51,69.44,203.74,32.27,3.87,0.66,,0.48,2.42,18.25,15.09,62.84,17.48,14.81,4.16,4.26,5.48,0.47,6.77,2.11,2.42,18.55,11.15,12.13,3.77,39.86,55.82,5.08,,14.47,,23.02,1.96,22.72,19.71,1.91,3.3,,,,,48.3,,1.04,,,30.46,49.88,2.63,1.12,,0.34,4.19,100.79,8.02,8.67,,5.17,,1.41,12.3,,,10,46528736934.0,Beverages: Non-Alcoholic,Consumer Non-Durables
KEN,3.84,50.94,0.7,4.8,,,,,21.8,53.42,15.48,3.35,52.13,0.91,1.75,0.56,24.55,2.1,1.19,111.98,34.83,,1.54,,,15.48,,,,,,,2.78,,0.25,,,26.87,,,,,50.84,17.59,0.68,,,,5.64,1.29,,,,1.85,,,,,,,,,,4.16,,,0.72,1.86,2.1,,,,,,1.44,,,4.71,,,7,1264362880.0,Electric Utilities,Utilities
KEP,8.31,70.03,,,,,,,14.7,88.55,,,77.46,0.43,0.09,0.04,7.85,0.42,155.5,85.09,39.05,7.55,3.66,,,,18.58,8.01,,,3.86,0.1,1.59,5.38,0.15,,,,3.91,,,3.64,8.91,76.34,1.91,,2.95,,7.32,0.36,4.9,5.19,,0.15,,,,,,0.61,0.51,,,1.2,14.63,,,0.37,0.28,1.11,4.27,4.17,7.51,,2.36,,,,,,5,8722276505.639507,Electric Utilities,Utilities
KEX,58.51,46.45,0.8,1.9,,,17.6,,12.5,41.15,,44.35,45.6,3.1,0.08,0.04,116.63,1.7,71.01,39.88,60.3,1.91,0.38,,,,18.84,12.24,36.68,,11.03,2.38,2.46,5.31,0.56,6.72,3.18,,21.51,,28.76,7.21,89.38,24.21,7.73,,8.72,,12.69,2.07,24.76,24.8,,2.15,,,,,31.97,1.64,1.29,,,11.23,17.94,,1.52,2.43,1.05,4.87,11.46,8.26,8.75,,5.89,,6.73,53.01,,,8,5056904873.000001,Marine Shipping,Transportation
KEYS,9.01,74.2,2,14.4,,14.3,36,12.5,11,94.16,,,82.99,6.1,0.84,0.8,154.64,2.05,200.87,56.07,61.46,1.66,0.39,,,,28.51,22.65,30.28,26.37,22.93,5.21,5.55,3.51,0.56,18.33,3.42,,22.13,20.95,,,153.79,63.46,11.36,,18.25,,18.39,5.13,29.74,23.43,,5.53,,,,,30.23,3.56,1.31,,,25.88,42.89,1.34,1.97,12.18,1.52,10.17,49.52,13.74,18.63,,14.63,,2.54,39.15,,,10,23592569603.0,Electronic Equipment/Instruments,Electronic Technology
KFY,40,56.77,1.3,9.6,36.6,9.4,19.7,2.6,16.8,70.57,4.08,20.34,60.3,2.92,1.05,1.71,70.05,1.79,,54.17,75.33,1.79,0.33,,0.23,1.71,13.65,10.34,14.53,8.75,7.46,1.21,1.19,7.33,0.47,8.19,6.19,1.71,14.67,23.24,13.88,4.02,59.64,88.09,13.42,,6.05,,10.07,2.1,21.75,15.82,0.96,1.28,,0.67,0.52,,15.97,1.87,1.03,,,12.83,16.88,1.02,0.78,4.95,1.79,4.84,73.83,9.15,10.04,,10.72,,3.32,24.07,,,10,2481333982.0,Personnel Services,Commercial Services
KGC,87.18,60.51,0.8,,27.9,,,,2.6,67.79,1.31,80.73,63.03,1.22,0.32,0.23,9.04,1.27,129.41,20.22,23.27,1.04,0.32,,0.29,1.31,14.48,6.5,19,12.28,5.87,2.65,2.88,6.91,0.59,15.15,6.17,1.31,15.67,1.19,23.12,3.48,6.91,27.83,12.81,,10.94,,19.6,1.75,22.6,22.05,73.5,2.49,,,,,16.28,1.31,1.55,,,6.22,9.49,,1.21,1.75,0.52,4.7,10.45,9.57,8.11,,5.46,,4.24,904,,,5,6358967665.041489,Precious Metals,Non-Energy Minerals
KGS,56.42,46.7,,,,,,,,49.66,5.93,12.93,46.47,0.91,0.01,,26.1,1.05,50.53,41.1,51.73,5.56,1.95,,2.18,5.93,19.21,10.45,265.63,,,4.13,4.88,5.21,0.3,1.84,0.8,6.28,15.76,,127.26,15.97,0.0,37.3,1.36,,5.28,,23.91,1.71,41.5,50.78,,2.2,,,,,113.99,2.56,,,,6.79,,,,2.97,0.7,1.48,9.07,7.65,5.22,,4.72,,26.13,,,,3,1051380000.0000002,Oilfield Services/Equipment,Industrial Services
KHC,,60.7,0.1,,,17.3,1.1,,0.4,67.63,3.29,,62.72,1.1,0.12,0.05,35.53,1.01,77.81,95.36,30.04,4.25,0.41,,0.54,4.53,16.73,13.19,21.21,11.42,9.64,2.35,2.35,5.98,0.55,11.08,6.79,4.53,11.72,2.53,4.28,0.89,36.75,34.54,5.76,,7.3,,19.96,0.88,22.77,11.96,,1.65,,,,,14.96,,,,,10.61,27.46,,0.64,,0.53,2.14,53.03,4.5,3.89,,4.28,,5.69,23.37,,,9,41086453823.99999,Food: Major Diversified,Consumer Non-Durables
KIM,15.55,70.61,,5.8,19.9,,11.4,8.2,5.6,86.84,3.29,8.38,75.23,1.25,0.5,0.02,22.82,1.69,,144.47,45.28,6.49,0.74,,1.68,4.12,36.18,19.18,24.47,34.64,17.67,13.34,12.11,2.76,0.54,49.51,6.12,4.16,49.93,1.32,,5.95,21.89,68.73,2.22,,19.2,,32.27,1.45,42.26,40.39,,7.73,,,,16.43,15.56,1.62,1.04,,,15.56,,,0.99,1.45,1.69,1.96,457.69,3.46,3.66,,2.77,,1.94,16.66,,,10,11703391589.0,Real Estate Investment Trusts,Finance
KKR,99.64,57.09,,6.9,7,,,44.8,29.4,59.04,0.64,23.08,57.87,0.98,2.19,2.28,118.73,4.1,,71.43,4.89,4.78,2.32,,1.54,0.57,3.94,3.94,5.25,19.5,18.89,5.45,1.94,25.38,0.06,36.87,7.47,0.59,25.59,,119.72,,112.71,22.16,0.6,,18.17,,9.05,4.86,28,272.94,,5.11,,,,,13.84,9.54,1.02,,,13.67,15.13,,,7.5,4.1,1.23,756.13,3.8,18.25,,0.78,,,41.23,,,9,56967496882.0,Investment Managers,Finance
KLAC,66.32,56.83,4.2,4.3,16.2,16,21,21,17.4,68.29,1.42,18.39,61.13,7.43,0.97,0.66,798.87,2.15,278.11,33.93,64.62,1.75,2.03,,0.24,0.73,32.42,29.08,37.45,25.27,22.94,10.04,11.57,3.08,0.22,30.89,2.82,0.73,26.79,22.08,16.2,11.63,492.84,59.97,11.68,,28.15,,37.05,31.86,39.34,33.61,1.23,11.08,,0.98,1.04,,35.85,15.32,2.32,,,32.89,41.69,1.34,2.95,156.95,1.5,18.95,131.76,33.91,89.57,,31.14,,2,62.58,,,10,62100993776.0,Electronic Equipment/Instruments,Electronic Technology
KLIC,,48.74,2.9,19.2,16.6,9.1,15.7,19.8,9.5,62.72,5.05,1.86,53,7.71,3.63,15.18,42.25,6.1,168.27,42.88,93.98,,0.04,,11.29,1.87,,,33.81,,17.32,2.21,2.51,,0.77,7.42,2.34,1.9,18.23,26.32,,12,35.04,38.08,,,,,,2.38,,603.57,32.1,3.27,,24.28,1.76,,44.6,8.5,1.55,7.28,3.18,31.28,,,0.96,2.7,5.05,,,,,,,,6.78,20.51,,,10,2681352121.0,Industrial Machinery,Producer Manufacturing
KMB,12.65,61.24,0.2,13.7,3.3,,,3.8,2.6,79.15,3.93,19.07,66.56,4.2,0.17,0.15,144.6,0.85,55.64,101.2,41.07,2.15,7.01,,0.66,3.29,18.79,14.99,19.32,17.11,14.42,2.74,2.74,5.32,0.07,14.16,5.9,3.35,19.82,0.49,6.59,0.76,134.84,35.98,10.43,,11.28,,14.56,42.91,21.42,20.03,,2.43,,,,,17.06,,1.04,,,13.57,19.53,,2.32,,0.58,13.26,38.03,28.39,267.49,,18.85,,4.89,22.74,,,10,42276526342.0,Household/Personal Care,Consumer Non-Durables
KMI,26.67,52,0.7,,2.7,5.2,16.2,13.9,9.9,45.09,8.01,26.59,49.64,0.9,0.02,,21.0,0.37,28.11,63.69,33.61,4.85,1.04,,1.06,5.45,18.49,11.97,19.6,13.53,9.61,4.89,5.08,5.41,0.43,25.92,8.54,5.49,17.2,8.21,8.42,7.77,16.85,53.61,2.29,,15.93,,27.48,1.54,19.09,19.59,24.49,3.02,,,,,11.68,2.2,1.1,,,7.17,9.82,,0.82,5.56,0.28,3.49,11.48,6.58,8.06,,4.58,,5.64,30.43,,,10,38034780704.0,Oil & Gas Pipelines,Industrial Services
KN,14.51,54.27,0.9,,,4.1,9.5,3.7,,66.1,,10.91,57.78,1.88,0.47,0.31,17.8,2.36,144.49,40.75,58.96,,0.36,,,,,,14,,,2.02,2.24,,0.64,16.03,8.06,,15.85,10.57,,,18.72,38.34,3.82,,,,7.15,2.09,,17.28,,2.03,,,,,12.66,2.06,1.03,,,11.27,,,1.1,5.53,1.3,,,,,,4.76,,,,,,6,1298803699.0000002,Electronic Components,Electronic Technology
KNF,61,52.7,,,,11.8,7.4,29.8,9.1,61.99,,7.93,54.64,3.94,0.04,0.02,76.05,2.51,55.95,21.9,36.84,1.62,0.56,,,,15.65,11.13,32.19,,10.64,1.72,1.74,6.39,0.48,5.39,3.6,,21.47,,14.24,5.32,0.0,19.65,5.41,,6.88,,10.8,3.32,21.92,21.92,,1.53,,,,,28.17,2.03,,,,13.78,,,,4.25,1.49,7.53,18.17,14.14,16.15,,10.49,,2.31,,,,4,2837361362.0000005,Construction Materials,Non-Energy Minerals
KNX,,59.11,1,7.6,20.5,3.2,,,17.2,65.15,2.83,,60.94,1.89,0.11,0.06,53.51,0.88,,16.4,41.01,3.05,0.44,,0.7,1.12,49.55,11.4,,34.01,10.51,1.55,1.53,2.02,0.56,,,1.2,50.06,12.65,38.04,6.68,58.46,14.58,1.21,,0.88,,2.57,1.23,130.51,62.22,5.87,1.14,,3.27,,,,4.56,0.83,,,11.56,,6.71,0.94,7.52,0.88,0.54,4.5,2.16,0.95,,1.52,,,18.26,,,10,8617938808.000002,Trucking,Transportation
KO,7.84,69.04,,10.3,3.9,6.9,14.6,3.9,11.4,76.15,3.21,5.92,70.96,4.44,0.65,0.43,69.33,1.08,91.74,319.44,30.89,2.81,1.7,,0.66,2.73,22.39,20.82,35.86,23.38,21.61,7.06,6.99,4.47,0.26,19.49,3.03,2.8,24.31,8.77,6.41,3.66,66.88,60.53,7.74,,22.92,,26.32,11.56,28.07,24.37,3.48,6.46,,,,,33.18,,1.12,,,27.08,36.14,4.37,2.5,,0.92,10.77,155.53,19.88,40.78,,13.13,,2.73,33.33,,,10,250552555809.00003,Beverages: Non-Alcoholic,Consumer Non-Durables
KOF,7.43,50.55,,8.1,,,,,,42.51,1.99,,49.35,2.79,0.58,0.54,87.8,1.14,31.15,64.75,21.34,1.87,0.56,,0.41,1.99,9.91,9.91,16.59,10.55,7.96,1.5,1.39,10.09,0.45,8.42,6.83,1.99,15.83,,98.81,6.03,101.15,45.65,8.23,,8.2,,14.02,2.71,14.99,14.12,,1.28,,,,,121.04,2.85,0.94,,,62.16,108.06,1.35,9.45,12.44,0.95,7.72,45.67,16.93,17.28,,10.47,,0.01,24.53,,,9,4160125241.845356,Beverages: Non-Alcoholic,Consumer Non-Durables
KOS,,37.15,,27.4,,63.1,,8.4,21.3,32.47,,,35.76,0.67,0.27,0.07,4.66,0.73,65.14,112.98,18.62,2.61,2.27,,,,8.49,4.68,,,4.06,2.72,2.44,11.78,0.21,,,,5.91,12.32,8.85,8.98,6.29,51.5,9.03,,13.57,,43.74,1.93,8.79,4.91,0.31,1.19,,,,,,0.65,0.53,,,2.16,331.81,0.33,,1.93,0.5,5.07,12.83,12.19,25.08,,10.18,,,,,,3,3303585453.0,Integrated Oil,Energy Minerals
