Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,19.82,42.2,7.95,2,8.4,5.9,40.8,24.6,,23.18,11.1,25.51,2,8.8,35.47,2.96,,0.07,0.06,50.32,1.38,,,56.6,3.53,0.8,,0.26,1.64,15.81,11.65,17.67,12.01,9.69,0.58,0.58,6.33,0.36,3.3,7.92,1.93,13.73,26.13,,1.73,51.59,,3.58,,,1.89,,3.62,1.88,22.69,15.82,0.98,0.42,,0.78,1.03,,12.91,0.98,,0.98,,,10.5,15.88,0.73,0.87,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.27,28.45,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,43.06,8.5,,38.3,,,,,322.31,8,30.36,,,38.04,4.6,,0.99,4.98,127.54,1.62,,33.1,6.78,0.96,0.27,,,,32.09,31.29,17.89,20.91,20.58,6,6.79,3.12,0.38,37.96,4.98,,28.76,,,10.79,167.54,83.07,22.92,,,16.96,,15.01,9.77,46.4,46.4,,7.91,,,,,20.88,0.76,4.54,,,17.26,20.88,35,,,10.76,1.62,7.98,839.68,21.23,22.05,,19.8,,4.18,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ACA,26.6,53.06,10.28,,6.9,,13.2,4.1,,3.27,5.9,36.89,0.19,19.68,47.1,2.9,,1.75,0.61,100.77,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,28.62,15.21,47.06,,,1.92,2.31,3.49,0.56,4.86,2.32,0.19,22.79,18.02,26.64,11.51,77.73,19.84,4.58,,,5.17,,7.87,2.14,40.6,33.06,1.64,2.1,,,,,43.13,1.3,2.47,,,,16.49,25.28,1.99,1.36,4.66,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,55.01,3.14,,,,38.8,40.9,46.1,223.57,16.4,49.75,,13.01,53.6,2.94,,1.64,11.45,16.91,2.29,235.21,82.57,38.31,0.4,0.09,,,,21.21,19.12,11.74,14.55,17.94,2.33,2.56,4.71,0.59,21.82,7,,22.16,,,15.88,34.13,91.61,,,,13.83,,12.08,5.02,22.32,22.32,1,3.11,,,,,14.21,0.5,2.4,,16.91,7.23,14.21,21.74,,,6.13,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,37.44,,,12.2,,,16.9,,,10.9,31.2,,,38.26,1.71,,0.13,0.04,39.05,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.59,8.94,,9.01,7.12,1.63,1.82,8.63,0.52,,,,10.93,0.87,10.72,8.88,85.22,96.45,5.11,,,8.99,,17.48,1.2,13,11.3,,1.17,,,,,,0.46,1.6,0.54,,,28.07,,,1.18,5.24,1.06,5.05,19.42,10.06,9.78,,8.25,,,116.81,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,67.27,31.31,,100.9,,,,,,,73.9,,29.65,68.43,,,5.79,,,6.03,,,,,,,,,,,,,,70.01,,,,,,,,,23.13,,,,,,,,,,8.26,,,,,,,,,,,,,11.93,11.19,,,,,9.15,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,52.47,1.83,,18.8,33.9,6,,,132.17,4.2,52.51,2.49,,52.43,3.53,,0.04,0.02,18.95,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.48,14.41,5.95,31.94,12.54,6.5,0.31,0.32,6.85,0.11,0.99,7.03,3.11,8.32,16.49,,1.77,21.48,27.85,3.83,,,1.25,,2.28,3.71,11.3,7.73,0.57,0.14,,,,,14.3,0.88,,,,,4.19,14.19,1.2,0.8,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.09,28.3,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,82.67,45.97,10.84,2.6,5.9,,7,21.8,,142.28,6.8,38.49,,49.68,42.28,3.67,,0.26,0.17,51.96,1.56,,21.51,50.45,2.07,0.77,,,,17.54,13.1,23.25,,14.38,3.75,4.01,5.7,0.43,17.25,4.95,,27.61,13.25,23.1,7.94,34.09,52.2,4.73,,,14.04,,22.14,4.24,25.36,23.18,1.93,3.57,,1.14,1.72,,20.7,1.52,,1.33,,,18.17,23.18,2.16,1.54,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.39,54.87,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,41.11,,0.9,22.7,,62.7,72,31,57.41,34.8,40.48,,,42.98,6.71,,2.3,13.15,70.99,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.18,6.79,10.78,,7.13,1.7,1.76,13.93,0.73,16.36,7.23,,15.2,25.09,,,112.61,44.28,44.08,,,20.65,,21.88,2.49,11.07,11.07,0.23,2.29,,,,,13.98,0.63,1.05,0.96,10.64,3.04,12.7,13.72,0.42,0.98,2.49,3.29,17.31,67.54,25.93,24.8,,28.79,,2.53,23.76,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,71.81,41.8,12.62,,,,2.6,0.1,,,,34.19,,63.4,38.57,9.37,,4.19,8.79,75.43,4.29,,,71.34,,0.14,,,,,,1095.88,,,42.21,25.2,,0.63,2.3,0.08,,,,,16.03,0.0,,,,,,,,9.17,,,,27.06,,,,,557.99,,,,13.94,13.33,170.89,,,,9.17,4.29,,,,,,,,0.3,,,,,1598748014.0,Biotechnology,Health Technology
ACM,15.88,43.34,9.63,2.5,,,13,17,11,,9.8,14.7,0.8,20.84,32.91,2.42,,0.25,0.52,106.93,1.13,,56.38,59.69,2.8,1.39,,0.19,0.8,17.79,14.85,22.7,14.68,13.09,2.09,1,5.62,0.18,4.4,4.84,0.94,20.99,10.11,11.48,4.13,101.96,6.73,4.98,,,2.5,,5.74,6.7,37.3,24.42,2.52,0.94,,,,,21.24,1.05,,1.89,,,18.18,45.43,3.9,1.9,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.33,161.31,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACVA,42.5,48.9,1.82,,,,,,,,30.6,42.91,,15.95,45.31,3.62,,0.68,2.5,20.21,1.51,,452.01,118.12,,0.25,,,,,,394.73,,,4.32,5.68,,0.44,1.43,0.24,,552.06,,,28.45,18.86,51.48,,,,,,,7.72,,,,5.79,,,,,430.2,1.07,,,,54.62,82.99,,,,31.14,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,30.54,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,13.13,,,23.45,10.75,,0.75,1.3,441.31,1.07,,51.08,33.15,0.76,0.43,,,,27.97,24.95,25.22,18.45,17.11,8.45,9.23,3.58,0.47,36.61,3.93,,21.62,18.36,12.12,9.73,570.3,89.04,45.8,,,25.85,,36,14.21,36.71,24.71,1.52,9.51,,0.77,0.8,,25.91,0.77,19.67,0.72,,,25.32,34.02,1.58,1.86,373.14,1.07,18.71,304.83,35.09,36.84,,23.74,,3.9,54.52,,,10,241068062221.0,Packaged Software,Technology Services
ADC,24.07,39.66,,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,31.06,5.59,23.75,35.62,1.77,,0.08,0.01,70.62,0.74,,573.52,54.1,5.08,0.51,,1.67,4.08,36.4,20.5,24.62,31.48,18.97,16.45,17.98,2.75,0.65,73.03,5.51,4.14,39.93,11.82,2.17,11.35,74.0,87.94,2.87,,,31.62,,48.86,1.48,40.5,41.12,6.63,12.3,,3.43,1.28,17.33,16.86,0.95,1.73,0.94,,,16.86,,5.99,1,1.77,0.74,2.41,,3.83,3.64,,3.69,,,32.58,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,4.41,67.1,,,,,,,,13.28,,71.92,0.25,5.84,71.19,2.11,,1.25,0.17,13.76,3.42,,,38.31,2.94,1.41,,0.19,1.39,20.18,11.09,15.45,,,5.16,5.86,4.96,0.35,37.93,8.31,1.39,9.77,11.62,,,9.57,,1.91,,,12.01,,30.96,4.15,39.89,13.42,4.33,4.72,,,,,12.43,1.44,,2.17,,,11.23,16.95,,0.71,,3.42,3.78,475.57,9.9,11.55,,10.09,,8.76,110.46,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,2.72,43.43,,1.9,,10.4,9.3,16.8,1.7,,1.2,31.65,2.96,,40.63,5.58,,0.79,0.31,207.77,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.72,53.06,26.5,35.68,30.55,23.12,10.84,11.82,1.88,0.73,33.12,2.94,1.72,29.24,16.93,20.59,10.86,153.22,57.08,6.42,,,17.35,,21.96,3.02,64.99,52.63,4.83,11.31,,2.67,1.76,,34.16,1.36,,1.58,,,27.68,35.55,3.66,1.69,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.47,49.38,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,39.41,,2.6,9.4,7.7,25.1,24.8,,89.18,15,31.53,5.1,,37.46,3.11,,0.04,0.07,49.85,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.88,11.68,8.49,9.98,13.65,9.54,0.42,0.4,8.56,0.42,4.05,14.31,3.88,10.76,23.2,,,78.27,7.08,3.58,,,2.07,,2.85,1.12,14.63,10.42,0.57,0.3,,,,,7.5,0.64,0.84,0.71,,,5.23,7.04,0.52,1.3,1.64,0.84,3.34,14.4,8.6,7.7,,4.13,,16.66,11.29,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,32.27,,3.5,,,,,,,4.5,15.66,,,26.5,1.74,,0.26,0.39,17.27,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.12,4.5,10.66,7.65,4.18,0.21,0.2,10.96,0.23,1.89,18.55,,8.8,26.47,30.6,,37.59,6.32,2.09,,,0.12,,2.72,0.7,76.52,9.58,0.49,0.11,,,,,5.61,0.46,,,,,2.89,8.75,0.46,0.52,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.06,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,27.12,42.46,6.52,1.2,,13.8,15.3,15.1,13,13.01,9,27.06,3.39,21.51,35.86,3.06,,0.19,0.79,288.5,1.01,,3.27,65.98,1.56,1.75,,0.59,1.94,22.58,20.47,30.02,22.83,21.09,6,6.64,4.43,0.11,22.11,3.39,2.08,29.7,14.89,8.76,7.46,271.98,42.56,9.92,,,20.87,,21.92,22.53,31.54,31.34,2.59,6.58,,1.5,1.65,,29.78,1.06,9.85,1.26,,,26.09,42.85,2.44,2.92,72.98,1.01,7.01,518.83,59.25,86.24,,6.18,,1.81,44.38,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,23.47,49.94,12.09,0.9,25.4,,21.7,23.3,,,14.2,41.04,,24.38,46.74,5.88,,0.38,0.66,292.83,0.65,,102.91,35.66,1.75,0.99,,,,50.75,44.86,52.73,33.25,30.98,9.61,11.09,1.97,0.26,21.04,1.92,,31.75,22.25,11.65,11.74,261.02,90.71,,,,18.3,,21.86,24.94,60.08,36.57,0.67,11.01,,,,,52.32,1.12,,0.99,,,48.54,102.93,1.41,2.82,,0.65,11.12,392,23.35,51.52,,9.86,,0.68,225.99,,,6,45606470933.0,Packaged Software,Technology Services
ADT,8.87,33.46,4.46,,3.7,,,,,,,13.84,3.09,4.46,23.82,0.41,,0.08,0.01,6.83,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.1,28.75,7.61,12.62,,5.15,2.76,2.71,3.46,0.24,21.42,17.41,3.1,8.42,8.29,26.47,2.59,6.68,78.76,1.95,,,17.19,,20.04,1.67,7.42,13.68,,1.32,,,,,6.2,1.02,,,,,3.71,4.96,,0.54,,0.64,5.45,14.81,3.29,24.01,,10.07,,35.6,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,29.13,63.2,,,9.9,,22.2,30.1,,18.33,10.6,82.38,,1.77,70.89,8.83,,1.41,4.48,129.77,2.11,,11.17,35.23,0.41,0.05,,,,20.47,18.11,17.39,14.12,12.69,1.5,1.93,4.89,0.82,11.15,5.33,,21.91,23.5,13.56,13.67,100.92,32.28,12.12,,,6.5,,9.15,2.5,29.92,25.24,1.35,1.94,,1.03,0.56,,17.61,1.29,3.64,1.26,133.76,18.46,16.34,20.27,1.29,1.29,12.01,2.11,6.89,155.12,11.61,9.24,,9.02,,2.81,53.12,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,27.17,38.28,7.29,,6.5,8,7.3,6.3,10.2,5.28,6.9,12.3,4.18,29.57,27.86,0.88,,,,86.93,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.02,21.36,11.83,,19.08,10.98,5.02,5.74,4.68,0.27,,,3.02,17.6,1.2,7.87,3.92,82.71,49.45,2.94,,,15.52,,25.95,2,20.87,20.66,3.76,3.24,,1.47,,,,1.05,1.35,1.21,,,9.53,,2.92,,2.07,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.39,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,64.18,,,99.7,,,,,52.85,46.7,81.53,,,71.46,12.11,,2.45,5.64,13.65,6.03,461.76,71.29,51.67,0.87,0.06,,,,65.29,51.64,,,,,6.81,1.53,0.84,,,,45.53,,,24.38,21.4,50.48,,,,49.64,,10.43,3.51,14.84,13.34,,7.31,,,,,,0.64,1.5,2.59,27.88,5.81,2423.33,24.36,,3.94,4.29,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,,60.06,10.59,0.9,13,,,,,,6.1,61.91,0.33,0.39,60.88,4.61,,2.25,0.99,116.1,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.33,81.77,36.63,61.67,,12.08,2.88,3.09,1.22,0.53,5.01,1.62,0.33,23.21,15.04,,,85.19,35.16,2.31,,,2.91,,4.34,3.9,105.83,33.05,2.47,3.08,,1.63,3.85,,61.18,1.36,2.93,1.04,,13.79,34.27,94.33,2.51,1.79,6.31,3.32,1.74,8.27,2.59,3.75,,8.16,,,42.78,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,42.12,44.96,,,20.5,20.8,11.4,7.9,4,4.55,3.1,31.4,8.3,19.47,40.97,3.39,,0.59,0.61,77.76,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.96,23.99,13.17,23.55,12.73,8.8,4.4,5.62,4.17,0.69,23.84,4.31,1.96,15.8,11.48,27.8,14.31,63.9,40.9,27.86,,,13.05,,34.15,2.11,42.79,25.08,0.98,5.52,,,,,23.14,1.22,1.63,1.19,,,12.13,26.65,2.58,1.84,2.65,0.83,3.5,8.35,6.58,5.13,,5.69,,2.44,53.72,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,39.88,,,10.5,45.5,,,66.4,90.5,5.8,32.22,2.54,,37.69,3.76,,0.19,0.12,16.4,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.91,10.49,6.91,23.59,9.5,6.52,0.82,0.84,9.53,0.47,3.56,5.82,2.91,9.45,1.45,10.05,3.02,17.92,38.95,,,,4.28,,8,1.89,14.7,10.42,,0.63,,,,,17.39,0.92,0.97,0.74,,,8.65,46.99,,1.07,2.24,0.63,6.46,18.28,15.69,13.34,,11.06,,7.95,14.83,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,17.12,31.99,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,15.7,5.14,9.75,25.32,0.87,,0.04,0.01,90.91,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.88,21.57,12.14,,16.65,10.57,4.19,4.73,4.64,0.27,,,4.05,15.46,0.93,12.99,4.6,94.03,61.23,2.17,,,13.46,,20.61,1.84,18.53,18.46,3.36,2.48,,,,,,0.97,1.22,1.05,,,7.6,,,10.7,1.84,0.41,2.7,5.48,4.94,10.22,,4.35,,0.77,19.56,,,10,41234689544.0,Electric Utilities,Utilities
AER,28.85,44.93,0.43,,6.4,,,5.5,,3.17,,39.29,0.79,4.89,42.38,0.74,,2.25,0.08,91.85,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.79,30.42,13.59,,15.95,9.39,7.73,8.02,3.29,0.23,,,1.05,7.59,,12.74,2.68,85.28,32.61,,,,32.41,,26.37,1.08,7.68,9.76,,2.42,,,,,,1.08,0.71,1.37,,,3.4,7.34,,1.54,1.26,4.45,3.53,3.38,2.94,15.15,,2.69,,11.86,14.84,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,35.47,,,,5,,6.9,,,7.2,25.35,6.84,,34.35,0.42,,0.16,0.07,12.5,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.36,25.65,13.84,,9.76,6.66,2.09,2.98,3.9,0.07,,,5.39,6.09,,6.76,2.84,21.27,19.44,1.43,,,8.34,,17.25,2.78,8.94,5.55,,0.75,,,,,,0.59,1.45,0.76,,,3.84,,,,9,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,34.97,,,,5,,6.9,,,7.2,31.65,,,33.47,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.65,13.84,,,,,2.98,3.9,0.07,,,,6.72,,6.76,2.84,0.0,19.44,1.43,,,8.34,,17.25,2.78,8.94,5.55,,0.75,,,,,,,,,,,3.84,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,13.93,50.64,,,14.3,,129.9,,,49.89,64.1,38.37,4.03,1.17,46.61,2.33,,0.3,0.16,21.43,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4,21.8,12.9,,,6.64,2.44,3.19,4.5,0.53,,,4.27,11.1,,,26.12,0.0,26.47,4.92,,,8.78,,15.35,2.36,28.59,26.01,,2.62,,,,,,,1.74,,,,8.84,,,,2.87,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
