Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
MWA,43.76,57.1,0.5,4,5.1,2.5,5.4,,10.2,60.1,1.6,25.7,57.41,3.72,1.15,0.51,20.54,3.7,136.13,43.48,59.83,1.97,0.6,,0.27,1.25,19.18,13.99,20.83,15.24,11.8,2.52,2.67,5.21,0.51,12.84,5.09,1.25,21.33,5.86,18.05,3.05,13.92,34.43,11.7,,9.71,,15.77,4.04,26.33,21.85,5.91,2.49,,,,,19.55,2.86,1.36,,410.8,15.46,23.5,,2.36,8.42,2.27,8.06,26.44,13.45,16.62,,12.75,,1.35,33.67,,,10,2024921766.0,Industrial Machinery,Producer Manufacturing
MXL,5.28,40.36,,16.9,,,19,,9.5,58.04,,24.57,44.58,1.51,0.97,1.2,12.79,2.09,188.29,63.96,113.35,,0.25,,,,,,,,,2.87,2.27,,0.63,,,,,,,,13.54,53.99,,,,,,1.74,,,,2.31,,,,,,,0.69,,25.58,,,,0.59,4.54,1.59,,,,,,,,0.94,,,,3,1744271060.9999998,Semiconductors,Electronic Technology
MYGN,46.39,57.22,,,,,,,1.9,54.16,,13.36,55.89,3.91,0.65,0.68,27.93,1.96,35.38,48.79,52.52,,0.19,,,,,,,,,3.04,3.19,,0.68,,,,900.97,,,8.27,23.37,69.06,,,,,,3.43,,,,3.04,,,,,,,1.08,,,,,,15.1,18.87,1.78,,,,,,,,0.04,,,,6,1360083830.0000002,Medical Specialties,Health Technology
MYRG,1.73,36.33,0.1,15,,12.7,15.8,,17.6,44.95,,,38.36,4.13,,0.02,102.99,1.36,,38.83,53.34,0.66,0.14,,,,24.8,13.32,,,,0.43,0.5,4.03,0.4,,,,20.46,16.86,19.68,7.38,144.45,8.83,12.4,,1.37,,1.9,2.71,35.27,37.91,2.17,0.49,,1.38,,,,2.57,0.89,,25.43,20.41,78.18,2.79,1.47,3.91,1.36,3.17,24.35,8.84,7.74,,4.25,,,31.69,,,10,2303242063.0,Engineering & Construction,Industrial Services
NAAS,,44.84,,,,,,,238.3,46.17,,,44.32,,0.43,0.37,4.22,1.04,27.01,184.5,121.31,,,,,,,,,,,,2.63,,,,,,,,,,0.0,27.96,,,,,,,,,,0.8,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,1243211858.0,Specialty Stores,Retail Trade
NABL,8.93,35.64,16.6,24.7,,22.1,,18.3,33.2,40.25,,10.46,35.25,3.99,1.85,0.43,12.78,2.97,,24.89,31.9,3.4,0.51,,,,29.64,23.5,36.96,,22.5,5.51,5.7,3.37,0.62,15.41,2.95,,30.87,,18.29,11.04,14.33,83.87,2.69,,7.19,,18.4,3.24,74.47,55.04,3.34,5.27,,,,,34.22,,,,,26.21,99.69,2.09,,,2.97,2.82,126.23,8.1,4.63,,5.04,,0.07,,,,3,2442087258.0,Packaged Software,Technology Services
NARI,,43.91,,25.6,,,,,47.5,38.37,,,42.06,7.52,0.79,3.31,47.76,1.8,224.2,58.41,47.95,,0.08,,,,,,164.83,,,4.65,5.09,,0.63,3.09,0.59,,,,,19.09,87.69,87.15,,,,,,6.74,,,,5.21,,,,,169.45,,,,,104.55,,,,36.46,1.45,,,,,,,,,,,,2,3816226833.0,Medical Specialties,Health Technology
NBIX,34.5,58.26,,23.4,,32.8,,17.2,20.4,65.29,,11.51,59.91,13.06,2.61,4.06,150.89,4.19,357.98,995.73,74.52,0.42,0.1,,,,24.33,23.35,28.96,19.99,19.56,6.17,6.76,4.11,0.76,23.34,3.25,,37.04,21.99,36.12,17.78,156.04,98.28,3.84,,16,,25.7,6.07,45.59,43.91,1.09,7.3,,,,,31.18,3.46,,62.61,17.42,29.12,86.84,1.76,2.75,6.15,4.08,10.95,149.51,23.64,15.44,,22.21,,,269.45,,,6,10981017768.0,Pharmaceuticals: Major,Health Technology
NBR,,43.23,,,,27.8,61.5,,2.8,26.43,,1.12,37.56,0.45,0.8,0.19,77.58,1.82,22.72,46.86,43.77,2.97,10.07,,,,13.48,3.3,29.51,,3.14,0.94,0.96,7.42,0.05,3.24,12.81,,133.99,43.44,,6.36,120.22,18.38,1.22,,,,8.16,2.96,,,,0.25,,,,,7.5,,0.52,,,1.18,2.94,,0.44,2.96,1.57,,7.13,5.13,,,,,,,,,,1301927285.0,Contract Drilling,Industrial Services
NCLH,15.58,46.64,,,,,,49.8,58.5,62.23,,22.11,50.58,0.1,0.09,0.04,16.44,0.24,10.15,11.23,9.89,6.25,19.39,,,,16.48,9.23,,13.45,8.37,2.1,2.18,6.07,0.03,,,,10.89,23.23,48.52,8.8,28.27,37.85,1.56,,4.62,,13.29,10.41,19.34,14.42,,0.82,,,,,,9.03,0.39,,,3.85,20.1,,,126.46,0.22,2.16,7.41,9.01,116.07,,5.2,,,,,,7,7330048157.000001,Hotels/Resorts/Cruise lines,Consumer Services
NCNO,10.5,63.75,,26.7,,,6.2,104.2,22,75.61,,7.95,68.15,6.59,0.58,1.02,34.34,1.07,,22.8,56.76,10.82,0.12,,,,,337.27,50.44,,,,8.03,,0.75,15.92,1.98,,51.56,,,15.81,37.6,59.98,,,,,,3.69,,,,7.91,,,,,49.91,,,,,48.5,,,,286.17,1.07,,,,,,,,,,,,,3722682199.0,Packaged Software,Technology Services
NDAQ,20.7,70.93,,13.1,10,9.3,11,12.5,2,82.91,1.92,11.55,74.03,2.01,0.08,0.06,70.24,0.94,,26.83,44.55,4.59,0.94,,0.33,1.28,28.89,22.44,32.47,25.23,19.74,10.69,7.6,3.46,0.36,23.42,3.81,1.37,25.51,12.63,8.22,,53.38,42.63,4.6,,14.43,,28.35,3.71,40.37,25.54,2.9,5.93,,1.24,1.2,,25.41,,1.51,,,22.83,29.39,2.78,1.78,,0.94,3.32,180.12,8.38,10.47,,5.12,,,41.08,,,10,24944121775.0,Investment Banks/Brokers,Finance
NE,,28.94,,,,,,,14.6,17.84,4.05,6.12,23.88,3.12,0.26,0.26,37.03,1.55,,65.99,80.14,0.64,0.16,,0.47,4.05,8.26,5.95,50.71,9.37,6.03,2.16,2.17,12.11,0.71,4.27,2.14,5.43,11.65,,25.94,9.5,0.0,29.86,9.5,,22.41,,24.93,1.34,9.04,11.68,,2.03,,,,,47.57,0.83,,,,8.2,,,,1.33,1.55,11.08,16.61,14.53,15.45,,13.58,,3.74,,,,2,7266812884.0,Contract Drilling,Industrial Services
NEM,22.88,71.01,,,15.4,,,,,88.32,10.47,40.59,76.68,1.63,0.46,0.29,51.87,2.11,76.47,25.08,13.42,6.91,0.31,,0.61,2.47,,49.11,101.09,12.29,7.1,2.65,4.41,,0.53,4.36,1.09,1.95,17.4,,35.69,18.99,44.99,30.4,6.43,,,,14.05,2.03,,24.35,,3.6,,,,,77.42,1.56,1.26,,,13.65,,,1.54,2.25,1.73,,,,,,6.74,,,61.02,,,6,32054124962.0,Precious Metals,Non-Energy Minerals
NEO,3.05,54.88,,6.1,,,,0.3,5.8,53.14,,,53.73,1.92,1.34,0.64,16.43,2.01,23.64,18.35,78.57,,0.66,,,,,,,,,2.49,3.67,,0.56,,,,273.83,,,10.2,16.82,42.64,,,,,,2.29,,,,3.21,,,,,,,0.84,,,8083.41,,,6.42,56.66,1.93,,,,,,,,,,,,4,1716846460.0,Medical/Nursing Services,Health Services
NEOG,,48.81,,22.9,,,,,,47.08,,,47.45,2.04,1.11,0.19,16.35,3.82,127.93,71.66,62.24,4.94,0.28,,,,72,23.59,,21.34,17.48,3.29,4.6,1.39,0.69,,,,30,,,4.14,18.33,50.19,0.8,,,,6.35,1.13,,75,,3.85,,,,,,,0.53,,,100.32,,,1.31,,2.59,,12.04,1.34,,,0.91,,0.23,34.79,,,8,4490572791.0,Medical Specialties,Health Technology
NEP,,48.34,,7.1,14.3,,,,,63.17,27.42,,52.77,0.28,0.24,0.05,25.65,1.3,60.39,134.13,48.18,7.93,1.63,,2.14,13.81,92.7,10.82,52.88,19.8,4.01,6.4,7.55,1.08,0.16,14.27,6.24,13.81,10.74,,,10.56,68.8,52.3,,,28.45,,,0.67,8.02,15.65,,2.28,,,,,16,1.44,0.69,,,3.2,6.41,,0.67,2.98,1.22,1.31,0.56,0.4,8.35,,,,,18.58,,,7,4757584810.999999,Alternative Power Generation,Utilities
NET,34.3,56.74,,,,13.9,,,39.3,60.88,,,59.37,8.97,2.95,1.22,82.37,3.51,,50.94,53.8,36.3,1.63,,,,,701.49,178.14,,97.59,16.77,18.81,,0.3,10.79,0.57,,121.31,,28.9,26.98,97.57,77.3,,,,,,31.93,,411.85,14.98,19.24,,,,,178.23,27.1,,,484.53,94.1,,,47.89,39.99,3.51,,,,,,,,0.4,,,,,20975550843.0,Information Technology Services,Technology Services
NEU,16.2,59.06,4.2,17.3,5.2,16.1,18,46.9,15.4,75.39,2.15,,63.33,3.94,0.21,0.07,558.36,2.66,95.22,46.03,58.9,1.89,1.01,,0.22,1.7,11.37,9.77,13.4,,,,2.37,8.8,0.39,17.72,8.99,1.79,,16,,,451.92,29.94,10.89,,15.13,,19.19,4.34,13.03,13.03,1.28,1.96,,1.02,0.89,,11.09,2.56,0.93,,,10.02,11.2,1.13,1.27,11.35,1.48,15.48,40.85,24.86,38.56,,18.7,,1.63,19.76,,,10,4331842786.999999,Chemicals: Specialty,Process Industries
NEXT,24.48,28.11,,29.8,,,,,,40.28,,45.15,28.36,,0.08,,,0.45,,81513.25,,,,,,,19.2,18.69,,,,28.81,,5.21,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,2.02,0.45,,9.03,8.12,,,,,,,,,,1395455089.0,Oil & Gas Production,Energy Minerals
NFE,,31.1,,56.1,26,,,,40.3,32.63,3.06,,30.28,0.56,0.08,0.02,13.05,0.72,42.05,196.14,52.53,10.22,5.3,,0.26,3.06,17.66,13.31,,13.26,9.37,5.05,4.5,5.66,0.14,,,3.06,7.28,,,30.21,41.68,51.09,2.94,,10.19,,32.8,1.69,10.87,8.25,,1.1,,,,,,1.32,,,,5.45,,,,4.64,0.63,2.36,7.38,7.11,15.79,,5.65,,,,,,3,6458489182.0,Gas Distributors,Utilities
NFG,7.2,55.85,,14.2,3.3,52.5,30.6,,10.2,45.16,3.9,15.82,52.89,1.35,0.16,0.03,58.71,0.77,23.41,35.43,32.75,2.67,0.86,,0.41,3.4,14.48,7.9,95.19,,,,4.1,6.91,0.37,4.31,1.56,3.5,9.25,17.67,14.27,9.59,61.78,42.21,5.35,,16.42,,37.71,1.73,17.02,12.07,0.95,2.77,,,,,64.68,0.96,1.01,,,5.17,,0.67,2.34,1.73,0.65,3.78,7.49,7.12,10.29,,6.72,,2.77,26.09,,,7,4977524463.0,Integrated Oil,Energy Minerals
NFLX,55.12,71.52,0.8,23.9,,11.9,25.5,53.7,10.9,90.12,,10.46,80.16,8.76,0.66,0.48,697.12,0.95,,11.11,12.37,0.58,0.63,,,,34.4,12.78,45.04,30.35,28.91,7.94,8.46,2.91,0.45,18.78,2.28,,36.46,16.89,30.53,12.47,500.97,43.84,11.67,,19.54,,23.82,13.53,43.57,43.57,2.32,8.56,,1.27,1.32,,45.4,,1.12,,,43.22,14.51,2.69,8.36,,0.95,14.36,461.95,22.13,32.54,,16.41,,2.94,107.25,,,10,175902675613.0,Data Processing Services,Technology Services
NG,7.65,57.01,,,,,,7.2,,57.28,,82.43,56.71,,28.93,,,29.28,,19067.6,,,,,,,,,,,,,,,,,,,,,14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.28,,,,,,,,,,,,,1366602694.274368,Precious Metals,Non-Energy Minerals
NGG,0.93,63.27,,12.8,5.2,17.2,22.1,,11.5,77.1,6.72,,67.46,1.23,0.37,0.09,65.27,0.91,50.66,207.97,51.63,6.89,1.58,,0.79,5.63,19.97,13.95,,16.9,11.95,5.64,4.8,5.01,0.3,,,5.63,14.25,12,,,66.53,73.32,3.17,,11.54,,27.52,1.34,18.35,14.56,1.23,2,,,,,,1.22,0.9,,,5.77,,1.09,1.56,2.4,0.85,2.41,7.12,5.58,7.73,,4.36,,5.44,10,,,10,46783299914.55519,Electric Utilities,Utilities
NGVT,,41.3,3.7,3.2,,,,,16.6,57.89,,,45.1,1.03,0.3,0.07,37.05,1.92,109.8,54.88,50.12,,5.49,,,,,,38.79,,,1.95,1.79,,0.13,4.62,5.42,,11.45,6.11,9.99,,69.44,26.57,2.16,,,,13.58,4.64,,12.32,,0.85,,,,,18.47,,,,,7.81,,,0.66,,1.07,,,,,,7.59,,,14.59,,,9,1836216698.0,Chemicals: Major Diversified,Process Industries
NHC,80.34,57.86,,4.6,4,11,,,5.2,63.07,2.18,25.91,58.12,5.14,1.24,3.41,129.06,2.06,3.5,9.24,33.93,0.48,0.08,,0.62,1.85,14.33,10.7,19.73,,,,1.5,6.98,0.71,7.59,4.49,1.89,,2.53,,,78.24,37.81,399.29,,7.8,,6.07,2.1,21.76,33.44,,1.7,,,,,22.31,1.96,1.61,,36.87,16.87,14.99,,1.39,2.58,2.03,7.03,20.72,11.21,10.1,,5.53,,3.49,26.39,,,10,1034136672.0000002,Hospital/Nursing Management,Health Services
NHI,45.1,64.78,1.3,,,,,,,73.24,3.99,27.03,66.55,3.46,0.05,0.01,76.48,1.13,,992.79,100.97,4.5,0.91,,1.24,4.69,24.21,17.54,22.08,18.28,13.08,10.56,13.59,4.13,0.5,61.55,6.04,4.69,26.28,,2.22,18.49,63.13,96.56,3.26,,39.13,,56.53,2.67,26.01,26.34,,10.2,,,,17.19,16.54,1.77,0.98,,,16.22,17.06,,1.11,2.67,1.13,5.13,728.09,8.08,10.17,,7.67,,4.86,18.84,,,10,2209994929.0,Real Estate Investment Trusts,Finance
NI,15.76,70.12,,11.8,6,21.4,11.6,2.3,0.3,82.54,4.17,16.15,73.58,0.7,0.04,0.01,32.32,0.78,62.46,93.86,48.82,5.57,1.71,,0.66,3.24,19.11,11.49,,17.97,10.88,4.54,5.3,5.23,0.26,,,3.29,18.8,7.67,10.75,9.72,26.17,50.84,2.66,,14.76,,26.79,1.84,19.83,20.59,1.29,2.77,,,,,,1.44,1.49,,,8.84,,1.66,,2.27,0.63,2.66,6.51,5.77,10.05,,4.12,,,31.08,,,8,11434760950.0,Gas Distributors,Utilities
NIO,,46.95,,,,,,,29.7,56.22,,,50.08,0.41,0.75,1.17,3.99,1.15,47.85,149.31,33.03,,1.59,,,,,,,,,0.83,1.03,,0.2,,,,,,25.42,26.82,14.04,6.15,,,,,,2.81,,,,0.9,,,,,,,,,,,,,,2.96,1.03,,,,,,,,,,,,,16648009715.923222,Motor Vehicles,Consumer Durables
NJR,7.11,56.1,,6,7.8,16.6,16.6,38.3,,69.13,5.28,9.31,58.21,1.24,0.03,0.01,45.62,0.6,58.65,60.91,29.16,5.89,1.59,,0.7,3.71,18.91,13.66,,16.45,11.61,3.56,4.57,5.29,0.32,,,3.71,15.84,12.89,3.55,2.91,33.92,34.45,2.95,,13.61,,21.72,2.11,19.09,19.09,1.21,2.6,,,,,,1.34,1.64,,,9.91,,1.05,,2.12,0.41,3.57,7.84,7.24,11.36,,4.5,,,19.09,,,10,4247846426.0,Gas Distributors,Utilities
NKE,,69.98,1.6,5.9,10.7,,3.5,5.3,6.7,93.82,2.96,,81.92,5.6,1.09,0.97,84.0,2.4,103.51,34.61,32.14,1.67,0.83,,0.37,1.74,19.91,17.56,18.99,23.3,20.81,2.57,2.45,5.02,0.38,12.88,5.25,1.77,26.91,11.79,,,123.96,44.56,,,11.1,,12.29,8.75,22.52,21.21,2.36,2.51,,1.27,1.07,,19.35,2.92,0.74,,74.34,17.25,21.03,2.6,2.07,9.06,1.69,15.24,45.45,22.44,40.27,,25.08,,5.42,27.45,,,10,147284959316.0,Apparel/Footwear,Consumer Non-Durables
NKLA,,39.76,,,,5.2,,,451.8,40.68,,,40.39,,0.91,0.89,7.49,1.53,74.12,53.78,168.75,,0.55,,,,,,,,,6.86,8.25,,0.47,,,,,,42.64,208.71,0.0,,,,,,,0.67,,,,6.64,,,,,,,,,,,,,,0.83,1.31,,,,,,,,,,,,,1019028048.0,Motor Vehicles,Consumer Durables
NMRK,75.22,64.14,1.6,26.1,,,46.6,25.7,9.7,73.1,0.25,13.67,66.27,1.39,0.1,0.08,12.98,1.04,,,79.25,7.3,1.81,,0.1,0.94,32.88,14.09,15.64,,,,1.65,3.04,0.25,10.54,12.2,0.94,11.85,,7.12,6.99,9.45,,5.44,,1.75,,4.29,1.83,49.19,10.48,,1.03,,,,,9.5,,,,,8.34,,,1.53,,1.04,0.97,9.18,4.39,3.67,,1.55,,10.41,,,,8,1184479760.0,Real Estate Development,Finance
NOC,0.98,74.78,3.4,15.8,9,,,,5.6,71.11,2.37,,75.31,2.87,0.25,0.18,506.86,1.11,14.26,24.45,15.83,3.99,1.27,,0.5,1.52,27.81,19.61,33.98,20.43,15.28,2.16,2.19,3.6,0.3,6.44,3.54,1.63,20.25,9.95,21.84,4.5,513.01,16.8,5.48,,5.61,,7.65,5.19,33,33,4.58,1.86,,1.78,2.33,,29.02,,1.06,,,17.42,45.53,4.75,2.09,,0.99,4.92,28.56,9.29,15.29,,6.37,,3.14,22.18,,,10,65586904555.00001,Aerospace & Defense,Electronic Technology
NOK,,67.64,0.5,18.8,,11.7,,,0.8,82.2,3.36,3.4,73.96,1.61,0.85,1.97,4.16,1.68,93.3,110.72,88.02,1.61,0.22,,0.45,3.36,9.15,5.71,6.08,7.74,5.74,0.79,0.83,10.93,0.54,13.36,12.61,3.36,11.27,20.72,5.8,,3.94,42.8,38.59,,1.94,,7.2,0.99,64,13.25,0.74,1.04,,,,,7.9,0.91,0.9,,416,6.64,9.05,0.89,0.81,1.44,1.45,0.96,65.69,6.19,1.83,,2.79,,7.12,29.71,,,6,21883060026.20856,Telecommunications Equipment,Electronic Technology
NOV,,41.54,,5.3,58.7,,,,10.9,35.43,1.26,9.84,38.86,2.16,0.37,0.35,17.54,2.61,117.27,47.37,77.92,2.06,0.38,,0.08,1.26,10.07,7.27,18.01,8.9,7.03,0.95,0.95,9.93,0.57,5.28,6.81,1.71,10.83,9.36,,5.9,22.37,22.62,8.9,,11.88,,9.2,1.08,6.57,6.57,,0.79,,,,,14.84,0.69,0.74,,7.46,9.04,11.1,,0.97,1.62,1.64,9.64,18.56,9.75,17.77,,12.93,,1.3,,,,3,8241749066.0,Oilfield Services/Equipment,Industrial Services
NOVA,,71.38,,9.6,,,,,49.3,87.19,,,77.07,0.09,0.23,0.03,9.98,0.97,116.38,250.59,17.91,109.47,4.58,,,,,122.56,,60.36,22.57,10.43,11.56,,0.14,,,,,,12.87,22.82,27.05,40.91,,,,,,0.69,,,,1.53,,,,,,,,,,,,,,0.77,0.85,,,,,,,,,,,,,1562503302.0,Alternative Power Generation,Utilities
NOVT,14.25,57.91,,11.5,,19.7,19.4,,13.9,65.89,,9.53,60.39,6.83,0.64,0.18,182.76,2.77,115.53,48.16,58.67,3.21,0.77,,,,58,40.66,51.06,,,,7.56,1.72,0.5,14.8,2.03,,56.18,14.24,,,169.59,44.7,4.02,,6.91,,13.03,9.34,106.26,78.27,8.24,7.34,,2.62,2.69,,49.44,,1.55,,,41.82,64.67,6.11,3.95,,1.73,4.81,34.8,10.21,9.34,,8.94,,0.03,129.62,,,9,5607225750.0,Electronic Equipment/Instruments,Electronic Technology
NOW,35.42,62.86,,37.1,,44.6,140.6,25.3,25,75.76,,0.44,66.92,11.92,0.75,2.4,839.18,1.12,,31,52.22,1.13,0.26,,,,118.54,84.91,55.48,52.64,44.55,15.53,17.02,0.84,0.48,30.67,1.77,,60.87,21.13,23.08,20.9,784.95,79.07,44.71,,11.51,,10.78,19.91,151.58,77.47,1.63,17.44,,,,,56.89,9.09,1.13,,,44.8,139.54,3.1,5.34,23.97,1.12,6.89,70.02,14.23,14.88,,5.87,,0.06,702.43,,,5,118408199260.0,Packaged Software,Technology Services
NPO,27.53,51.8,,8.7,3.7,51.6,26.8,65.9,8.9,62.89,0.92,4.14,53.93,3.12,0.99,0.26,156.28,2.72,87.9,38.15,45.63,3.03,0.47,,0.18,0.76,29.61,16.67,25.76,,,3.49,3.59,3.38,0.57,13.94,4.38,0.78,21.14,23.91,,,114.34,40.92,3.06,,4.14,,12.48,2.29,77.37,24.34,1.51,3.19,,,,,22.9,,2.36,,,18.32,24.25,0.98,1.32,,1.9,1.68,37.62,5.31,3.01,,3.18,,5.49,23.57,,,8,2637037381.9999995,Industrial Machinery,Producer Manufacturing
NRG,103.17,62.98,5.2,16.4,8,0.7,,,50.7,74.08,34.02,44.42,68.5,2.2,0.05,0.03,82.75,1.18,10,34.44,43.8,2.33,3.02,,0.28,1.92,8.05,6,16.79,12.65,8.03,0.93,0.97,12.42,0.14,5.8,9.8,1.96,14.38,24.08,,2.33,47.48,20.85,3.49,,7.19,,8.27,5.77,9.08,14.65,1.03,0.63,,,,,10.81,,1.07,,,8.53,7.57,,1.4,,1.11,7.73,115.92,19.76,62.19,,7.71,,4.86,104.75,,,6,8958491228.000002,Electric Utilities,Utilities
NSA,35.34,60.33,,7.7,18.2,3.1,23.3,,,74.79,10.4,20.38,64.27,0.82,0.18,0.02,44.07,0.31,,129.06,4.86,5.24,2.85,,2.33,5.08,15.7,10.75,18.6,23.51,14.39,12.49,8.48,6.37,0.22,45.57,11.38,5.08,31.37,16.76,,,43.11,72.93,1.95,,21.23,,38.91,3.83,24.32,45,8.49,6.2,,,,22.04,13.84,2.93,,,,12.97,9.08,4.91,0.85,4.21,0.31,3.01,366.75,8.45,12.5,,5.27,,22.45,72.61,,,9,4531785502.0,Real Estate Investment Trusts,Finance
NSC,8.5,56.82,3.6,,12.8,4.4,8.3,,11.9,56.11,3.89,,55.9,1.94,0.18,0.04,241.53,0.63,13.23,64.91,27.69,4.05,1.36,,0.49,2.22,23.62,16.41,104.65,18.64,13.01,5.82,5.9,4.23,0.31,5.64,1.25,2.22,20.46,6.15,10.54,3.78,251.74,35.33,5.32,,14.85,,34.4,4.21,30.57,21.9,5.76,4.46,,1.35,3.88,,80.21,2.02,1.09,,,17.08,28.69,,1.83,4.21,0.54,4.35,8.95,7.92,14.12,,8.33,,,20.63,,,10,46317926087.0,Railroads,Transportation
NSIT,42.69,57.54,2.4,11.7,,10.9,23.2,18.6,1.5,79.43,,16.76,63.83,2.6,0.06,0.21,208.6,1.22,9.31,115.91,145.49,2.27,0.66,,,,16.72,14.23,11.21,,12.75,0.81,0.84,5.98,0.25,7.52,10,,19.43,16.91,12.48,5.07,105.48,19.23,9.91,,3.38,,5.27,3.68,25.91,20.49,1.59,0.86,,0.63,0.93,,11.64,3.47,3.19,,,10.85,12.35,1.5,1.87,13.23,1.19,4.95,31.84,16.41,17.89,,11.48,,,38.7,,,10,5319937402.999999,Information Technology Services,Technology Services
NSP,0.32,44.82,0.9,29.6,11.7,9.3,6,,15.3,46.59,6.57,4.27,44.13,5.24,0.5,1.63,92.63,1.17,,0.5,30.61,1.45,2.99,,0.43,2.5,12.82,10.9,11.29,,,0.49,0.49,7.8,0.07,4.32,8.12,2.61,25.67,13.53,,,129.1,16.6,7.53,,2.46,,3.25,24.44,21.85,17.35,1.93,0.54,,0.5,0.36,,12.55,4.56,0.77,,,11.03,16.28,2.16,1.2,26.93,1.17,7.89,100.88,35.32,136.52,,27.5,,6.02,26.69,,,10,3744023560.0,Personnel Services,Commercial Services
NTAP,65.08,64.36,2.4,21.6,1.4,10.5,30.6,11.5,5,81.56,1.82,49.2,70.67,3.06,0.79,1.23,133.41,1.19,29.32,81.95,49.16,1.68,2.31,,0.33,1.52,19.9,16.69,17.26,14.75,13.13,4.03,4.21,5.03,0.12,24.41,5.58,1.52,19.38,9.19,6.82,4.52,81.42,70.72,19.81,,15.73,,20.23,24.04,28.75,21.97,3.99,4.51,,1.06,1.35,,18.59,,1.93,,,16.87,24.83,4.07,2.13,,1.15,10.4,149.61,22.8,99.76,,11.89,,5.22,37.9,,,10,16227248662.0,Computer Peripherals,Electronic Technology
NTCO,,45.28,,,,,,,,57.13,5.05,,48.06,1.36,0.57,0.81,5.56,1.47,156.19,211.6,50.63,5.64,0.33,,0.27,5.05,238.53,16.38,,15.82,7.82,0.89,0.84,0.42,0.53,,,5.05,23.36,,67.22,3.87,5.78,63.23,2.53,,10.22,,8.09,0.89,7.6,,,0.78,,,,,,,,,,,7.66,,,3.68,1.11,5.37,1.4,0.24,11.08,,8.86,,40.15,,,,5,4295125515.720001,Household/Personal Care,Consumer Non-Durables
NTES,,54.27,1.4,13.1,21.5,17.3,32.4,10.7,9.8,63.84,9.91,,58.05,5.6,2.24,5.33,92.59,2.53,6.82,7.69,22.46,0.83,0.2,,0.46,2.84,11.46,10.51,8.81,9.63,8.71,2.8,3.06,8.73,0.65,33.73,8.26,2.84,12.75,21.12,7.06,8.39,106.66,61.91,,,28.78,,26.7,3.38,14.31,16.53,0.96,4.12,,0.6,0.39,,12.23,1.6,0.78,6.43,5.12,11.16,13.03,1.07,1.02,3.49,2.52,16.7,362.7,21.75,25.27,,31.53,,7.02,27.07,,,10,63966798178.84061,Packaged Software,Technology Services
NTNX,56.21,59.2,,,,52.6,,,5.9,87.5,,,70.08,1.2,1.4,1.2,53.23,1.81,,40.56,29.28,9.25,,,,,167.74,86.14,30.56,,,5.35,6.11,0.6,,20,3.2,,38.19,,41.56,15.92,35.1,84.56,0.13,,,,0.4,,,49.56,3.08,6.45,,,,,33.08,,,,,28.46,339.94,,,,1.81,,36.37,5.24,,,,,1,,,,,8343523381.000001,Packaged Software,Technology Services
NTR,,46.81,4.6,10.7,7.2,26.6,37.2,17.5,18.6,64.47,5.73,0.18,52.29,1.49,0.08,0.08,47.75,1.26,118.59,104.01,93.73,3.23,0.53,,0.64,4.51,18.58,8.5,13.64,11.26,6.71,1.37,1.32,5.38,0.47,9.82,11.16,4.56,12.32,30.73,,,61.75,29.22,4.38,,2.95,,11.9,0.93,29.84,14.37,0.41,0.88,,,,,9.1,1.16,0.51,,,4.74,13.44,0.57,0.46,2.11,0.82,1.5,7.02,4.72,3.16,,5.01,,4.07,11.18,,,10,31663373756.99677,Chemicals: Agricultural,Process Industries
