Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
NTRA,92.97,63.58,,4.3,,,,0.1,24.9,64.96,,51.92,65.88,12.28,2.82,2.03,121.91,4.14,24.36,13.55,76.1,,0.52,,,,,,,,,9.35,10.44,,0.55,,,,,,60.58,21.57,74.94,53.85,,,,,,17.98,,,,11.25,,,,,,,,73,24.19,,,,,17.98,4.01,,,,,,,,,,,,,5901986755.0,Medical Specialties,Health Technology
NTST,,62.94,,,39.2,13.3,,27.3,6.6,88.35,4.87,0.35,72.7,1.06,0.12,0.02,16.83,2.01,,59.36,27.09,7.53,0.58,,5.54,4.87,63.75,19.99,24.27,,,,14.64,1.57,0.63,60.33,6.54,4.98,120.21,,26.82,19.02,20.57,88.45,1.18,,3.58,,22.89,0.97,233.71,110.54,6.07,8.53,,,,14.14,14.08,2.39,,,,14.08,17.24,5.69,,1.13,2.01,0.25,61.77,1.72,0.39,,1.63,,,,,,4,1154938725.0,Real Estate Investment Trusts,Finance
NUE,,43.21,6.8,33.8,8.7,73.3,67.4,72.6,27.8,57.41,2.04,,46.21,4.63,1.12,0.79,146.46,2.93,74.75,24.47,36.9,1.09,0.33,,0.15,1.48,6.96,5.59,10.75,8.06,6.81,1.13,1.09,14.37,0.61,10.1,9.5,1.5,15.01,30.02,,,141.6,18.45,42.04,,10.45,,14.19,1.68,10.56,10.56,0.29,1.09,,0.31,0.32,,11.01,1.09,1.17,,43.59,6.06,9.2,0.42,0.51,2.54,1.85,9.98,31.21,17.02,16.62,,15.12,,7.49,13.17,,,10,38656451064.0,Steel,Non-Energy Minerals
NUS,,41.31,0.9,,1.3,,,,,43.92,9.89,,41.74,2.99,0.75,0.44,9.73,2.12,177.34,25.66,14.09,,0.77,,,9.27,,,7.26,,,,0.42,,0.43,5.8,22.13,2.47,8.84,7.02,,,29.77,67.57,2.81,,,,2.14,0.7,,,,0.26,,,,,4.52,,0.26,,,3,,,0.28,0.97,1.33,,,,,,3.04,,1,3.73,,,10,1199515226.0,Household/Personal Care,Consumer Non-Durables
NVCR,,41.23,,,,,,,1.8,33.1,,17.8,37.62,1.1,5.62,1.41,17.5,6.46,104.74,236.62,42.16,,1.87,,,,,,,,,2.76,2.94,,0.3,,,,,,7.62,9.43,69.19,75.82,,,,,,5.23,,,,3.41,,,,,,,,18.82,7.81,,,,5.72,5.22,6.22,,,,,,,,,,,,1,2057686311.0,Medical Specialties,Health Technology
NVDA,151.09,60.75,0.2,36.8,,84.6,68.4,79.6,54.4,75.11,0.02,74.78,66.55,71.65,2.07,2.8,128.5,3.53,92.03,40.23,38.27,0.22,0.23,,0.01,0.02,63.28,61.37,79.06,39.59,38.79,26.27,38.98,1.58,0.64,49.31,1.24,0.03,47.28,20.38,51.97,45.68,101.67,75.29,187.22,,53.4,,59.84,64.25,75.19,73.64,1.64,40.19,,2.14,2.37,,81.44,15.39,2.82,917.86,122.38,79.04,87.51,2.95,16.29,72.19,3.14,73.2,423.72,103.06,120.06,,144.28,,0.6,389.39,,,10,1084330000000.0,Semiconductors,Electronic Technology
NVEE,0.07,44.48,,18,,3,20.4,,2.4,40.17,,,41.93,3.5,0.19,0.11,94.54,2.29,,48.02,62.93,2.4,0.34,,,,36.67,15.72,60.89,,13.33,1.87,1.96,2.73,0.65,3.22,1.9,,18.69,14.1,25.52,6.13,121.92,50.88,2.92,,3.49,,5.35,1.91,46.32,20.67,1.69,1.62,,0.82,1.46,,50.07,8.21,0.93,,,32.49,,2.18,1.1,72.72,2.29,2.63,39.58,4.69,4.09,,4.52,,,38.41,,,10,1568526960.0,Engineering & Construction,Industrial Services
NVEI,89.17,64.68,,13.2,,91.2,48.1,26.1,32.9,64.53,1.21,40.64,63.9,1.16,0.1,0.15,33.24,1.06,3.9,145.48,26.82,4.48,0.61,,0.48,1.21,42.27,20.32,30.37,33.04,19.18,4.07,4.42,2.37,0.39,14.54,4.05,1.21,16.61,,,16.87,50.69,81.09,1.42,,,,12.82,2.25,,39.3,0.47,3.58,,,,,24.73,,,,,18.48,60.81,,,,1.06,,365.14,3.99,,,,,,,,,2,2411332696.120513,Information Technology Services,Technology Services
NVMI,68.07,57.56,,25.2,,33.2,41.5,21.3,20.1,61.64,,28.62,60.76,11.3,1.55,2.23,230.13,2.32,223.47,53.98,62.25,1.26,0.29,,,,36.73,33.43,35.63,,28.92,9.84,11.4,2.72,0.68,32,2.69,,41.23,21.34,15.42,14.98,126.36,57.34,99.77,,27.38,,26.82,7.93,47.84,44.69,1.73,13.19,,1.43,1.32,,41.18,4.18,3.41,50.14,16.79,37.78,45,1.79,3.78,8.81,1.86,13.5,72.37,21.52,20.51,,18.96,,0.03,92.79,,,10,3239708073.0,Electronic Equipment/Instruments,Electronic Technology
NVO,41.54,52.23,1.7,21.1,18.1,26.3,26,34.6,24,55.65,1.89,8.77,54.29,11.58,0.33,1.1,134.96,0.94,291.37,194.34,84.66,0.43,0.51,,0.47,1.07,35.32,30.77,61.16,31.43,28.54,13.96,15.96,2.83,0.31,25.37,1.58,1.07,38.25,21.3,24.79,21.58,111.26,84.53,30.1,,34.84,,43.2,35.7,46.38,46.38,2.65,15.65,,2.16,3.03,,61.18,11.87,1.86,,,35,35.44,2.19,4.8,70.66,0.75,28.75,127.99,81.99,89.64,,28.52,,1.52,81.3,,,10,374535078897.0875,Pharmaceuticals: Major,Health Technology
NVR,40.26,69.76,5.8,19,,25.4,26.3,22.7,12.9,80.42,,13.94,73.82,13.7,1.96,2.44,8918.01,4.64,102.11,22.59,1.18,0.49,0.25,,,,12.45,12.34,17.01,12.8,11.75,2.44,2.57,8.03,0.65,15.09,5.48,,17.87,23.85,4.88,,6228.88,25.86,74.79,,16.44,,20.57,6.67,18.43,18.43,0.79,3.06,,0.54,0.59,,20.19,2.34,1.66,140.46,7.71,19.8,21.07,0.74,1.43,6.67,2.86,25.45,103.4,39.16,38.7,,59.51,,7.04,30.98,,,10,19836001223.0,Homebuilding,Consumer Durables
NVS,8.91,73.08,3.2,,3.8,4.3,4.6,4.2,,89.49,3.5,3.48,79.27,3.32,0.31,0.29,117.61,0.93,184.47,131.83,58.76,1.54,0.7,,0.77,3.22,21.7,13.5,21.17,16.44,13.17,5.16,5.24,4.61,0.43,23.98,4.95,3.22,15.73,10.31,24.78,4.27,100.16,74.61,12.94,,32.78,,24.01,5.47,15.06,24,,4.78,,,,,19.94,,1.25,,,15.55,11.27,4.34,1.52,,0.72,15.49,107.55,16.73,36.63,,11.56,,7.05,19.06,,,10,205130875347.5124,Pharmaceuticals: Major,Health Technology
NVST,,60.33,,1.5,,,80.5,,9.4,65.57,,,63.68,0.54,1.26,0.63,18.01,2.22,86.59,55.28,58.59,,0.55,,,,,,12.8,15.1,13.04,1.47,1.45,,0.55,11.31,9.36,,15.9,3.08,,2.46,35.85,54.55,3.48,,,,7.4,1.03,,36.78,,1.22,,,,,10.75,,,,,9.31,,,0.64,,1.9,,,,,,3.54,,,,,,7,4729594760.0,Medical Specialties,Health Technology
NVTS,,41.1,,,,20.1,44.5,40.8,,50.75,,,43.63,5.66,3.87,13.71,3.12,5.68,151.37,125.83,82.38,,0.02,,,,,,,,,5,4.89,,0.88,,,,,,37.84,43.03,7.07,38.82,,,,,,1.42,,,,5.96,,,,,,,,9.45,5.03,,,,,4,4.82,,,,,,,,,,,,1,1318533793.0,Semiconductors,Electronic Technology
NWE,2.06,58.18,,3.4,2.2,1.7,1.7,,,66.43,5.63,6.55,60.26,0.83,0.01,,53.32,0.52,61.96,58.2,41.84,5.2,1.03,,0.75,4.83,18.11,11.03,,,,,4.18,5.52,0.36,,,4.87,15.22,,6.19,4.04,52.33,55.19,2.66,,14.21,,21.9,1.16,15.55,15.55,,2.23,,,,,,0.96,0.99,,,7.74,33.64,,2.51,1.33,0.36,2.78,5.66,4.86,7.56,,4.2,,,12.97,,,10,3119772344.9999995,Electric Utilities,Utilities
NWL,,52.74,0.8,,,,,,,57.06,2.21,,52.91,0.49,0.11,0.07,7.43,0.98,116.75,70.99,53.48,29.64,1.81,,0.28,3.74,,43.85,17.81,13.24,8.74,1.08,1.06,,0.26,5.93,14.98,3.74,11.5,20.35,,,10.26,31.31,1.46,,,,5.35,1,,7.38,,0.39,,,,,6.62,,0.4,,,4.28,,,0.41,,0.51,,,,,,2.6,,23.73,,,,7,3930758021.0,Industrial Conglomerates,Producer Manufacturing
NWN,,58.16,,5.5,0.5,5.2,4,33.4,9.3,74.69,5.1,1.21,61.53,0.75,0.15,0.04,39.34,0.97,46.17,52.46,27.96,5.39,1.29,,0.9,4.97,16.59,9.9,,18.19,11.82,2.57,2.78,6.03,0.28,,,4.97,17.21,,6.23,,47.24,33.3,2.31,,7.18,,16.03,1.13,18.25,18.25,3.88,1.29,,,,,,1.02,0.66,,,6.58,,,,1.29,0.73,1.73,5.35,4.57,6.37,,2.87,,,17.48,,,9,1486608565.0,Gas Distributors,Utilities
NWS,33.98,55.85,1.2,0.9,,6.1,2.7,,3.7,62.52,0.7,3.53,58.26,1.9,0.64,0.48,28.84,1.43,,,53.86,2.97,0.5,,0.3,0.7,28.33,13.09,29.69,18.06,10.26,1.72,1.77,3.53,0.49,5.97,3.81,0.7,34.46,5.71,19.46,2.64,22.59,,9.47,,2.64,,7.98,1.92,59.54,41.37,,1.56,,,,,26.09,6.93,1.57,,,14.3,35.12,,1.3,25.75,1.33,1.6,21.37,4.62,3.3,,3.79,,1.66,,,,6,11722728487.999998,Publishing: Newspapers,Consumer Services
NWSA,32.93,54.56,1.2,0.9,,6.1,2.7,,3.7,60.36,0.73,4.95,56.65,1.9,0.64,0.48,27.77,1.43,,,53.86,2.97,0.5,,0.3,0.73,28.33,13.09,29.69,18.06,10.26,1.72,1.77,3.53,0.49,5.97,3.81,0.73,33.18,5.71,19.46,2.64,21.7,,9.47,,2.64,,7.98,1.92,59.54,41.37,,1.56,,,,,26.09,6.94,1.58,,,14.3,35.12,,1.31,25.71,1.33,1.6,21.37,4.62,3.3,,3.79,,1.66,,,,6,11722728488.000002,Publishing: Newspapers,Consumer Services
NXE,27.38,46.04,,84.9,,,53.3,,,61,,,50.9,,1.18,,,1.2,,,,,,,,,52.15,50.93,,,,1001.64,,1.92,,,,,,,,,,,,,,,,3.87,62.85,,,,,,,,,,,54.45,49.92,,85.1,,10.15,3.86,1.2,8.07,17.91,9.56,10.62,,,,,,,,2,3061157039.504153,Other Metals/Minerals,Non-Energy Minerals
NXPI,33.56,50.36,2.8,1.8,39.3,31.3,232.5,11.6,18.7,59.13,11.81,14.44,53.58,3.98,0.97,0.3,254.31,2.21,137.8,64.46,26.18,2.14,1.13,,0.35,1.63,19.05,15.09,25.87,17.4,13.89,5.56,5.48,5.25,0.39,21.19,4.29,1.63,18.88,22.51,7.84,4.54,212.89,57.04,8.75,,21.21,,28.02,7.19,23.77,21.68,1.78,5.09,,0.81,1.07,,23.96,,1.31,,,17.81,27.32,1.13,1.5,,1.52,11.72,92.38,18.78,32.22,,16.26,,4.42,41.35,,,10,50884990522.00001,Semiconductors,Electronic Technology
NXST,8.93,51.49,8.1,5.5,34.1,5.2,,2.2,12.6,67.18,13.18,3.04,54.58,1.5,0.18,0.02,169.1,1.78,,25.22,73.59,3.75,3.01,,0.49,3.79,12.14,6.62,19.48,8.31,5.77,2.22,2.42,8.24,0.19,12.41,11.35,3.98,6.67,32.76,31.12,,208.62,56.36,1.91,,8.66,,17.46,2.42,13.35,13.53,0.64,1.14,,0.39,0.27,,9.36,,0.76,,,7.47,6.5,0.69,0.39,,1.78,3.59,53.96,8.88,18.36,,5.44,,16.9,13.51,,,10,5333957054.0,Broadcasting,Consumer Services
NXT,30.66,38.8,,,,0.5,1,9.6,,52.76,,,41.58,3.11,0.59,3.21,40.08,2.11,36.56,77.55,45.8,0.21,0.13,,,,7.72,7.68,17.23,9.84,9.82,1.9,1.98,12.95,0.43,11.5,5.48,,13.02,,6.78,11.96,0.0,34.19,19.65,,14.87,,24.57,5.06,11.19,11.31,,2.14,,,,,18.62,1.98,,,29.91,18.1,,,,7.69,1.91,18.64,2545.11,50.02,,,42.34,,0.03,,,,5,6178604586.0,Electronic Equipment/Instruments,Electronic Technology
NYT,23.21,61.34,0.5,10.6,22.4,29.4,18.9,9.2,11.3,68.19,2.21,20.94,63.41,8.79,0.76,9.59,55.1,1.32,,33.81,27.06,0.1,0.02,,0.19,0.88,24.24,19.18,24.62,,,,3.44,4.13,0.68,13.96,3.85,0.95,30.27,15.26,10.42,5.48,44.92,48.99,312.39,,10.81,,13.04,5.02,34.01,30.11,2.87,3.67,,,,,26.21,3.29,1.41,,,24.39,29.53,2.36,2.24,8.07,1.32,10.33,67.62,17.25,15.71,,12.01,,1.53,67.2,,,10,6943056600.0,Publishing: Newspapers,Consumer Services
O,2.4,69.97,,12.9,3,9.1,0.2,9.7,7.3,69.37,5.85,9.28,69.64,1.11,0.18,0.02,60.93,1.51,36.58,777.86,55.54,6.56,0.67,,2.19,5.05,43.5,19.8,24.12,34.23,16.52,14.89,16.64,2.3,0.57,68.98,6.13,5.15,45.23,12.58,8.76,10.83,68.57,92.75,2.29,,17.89,,43.6,1.38,56.42,43.21,7.32,10.13,,3.33,1.18,15.13,14.72,1.95,0.82,,,14.72,,6.75,1.05,1.97,1.51,1.39,141.1,3.08,2.43,,3.23,,,43.21,,,10,38345404650.0,Real Estate Investment Trusts,Finance
OC,26.77,46.73,6.2,17.1,30.1,94.5,60.2,19.8,17.9,58.22,3.63,20.26,49.31,2.45,0.09,0.04,163.36,1.37,67.94,64.38,50.21,2.86,1.11,,0.15,1.44,13.14,9.3,14.66,9.96,7.57,1.8,2.01,7.61,0.37,13.69,9.51,1.49,10.67,26.5,14.32,8.34,131.59,29.27,14.74,,10.66,,16.72,2.59,13.83,10.61,0.41,1.45,,0.31,0.32,,10.84,,1.37,,,7.67,10.4,0.42,0.92,,0.79,8.83,29.22,15.51,20.24,,12.99,,0.05,25.81,,,9,12288379683.0,Containers/Packaging,Process Industries
ODD,,49.99,0.1,75.7,,57.9,69.3,60.2,65.9,50.05,,3.67,50.24,12.16,1.3,10.48,39.84,2.16,171.81,124.09,5.98,0.14,0.04,,,,20.25,18.61,19.33,,,,3.56,4.94,0.72,18.42,4.82,,28.46,,23.41,21.65,0.0,71.98,,,14.67,,17.58,6.08,28.59,24.4,,4.09,,,,,22.62,2.99,,88.53,16.33,21.21,,,,8.3,1.49,20.51,412.59,34.23,29.97,,41.76,,,,,,4,1908658770.0,Packaged Software,Technology Services
ODP,,38.73,11.2,,,40.2,20.5,,5.4,52.39,,,42.04,2.12,0.11,0.18,29.43,0.9,49.17,50.14,23.24,4.86,1.12,,,,19.45,8.69,19.88,9.95,5.75,0.25,0.24,5.14,0.24,1.22,9.11,,4.62,,9.56,,51.69,21.91,11.37,,,,2.92,1.13,,7.28,2.8,0.16,,,,,13.34,0.86,0.66,,,5.53,,,0.34,2.26,0.43,,7.05,4.29,,,5.86,,18.3,21.8,,,7,1793270076.0000002,Specialty Stores,Retail Trade
OEC,6.84,40.16,1.4,40.3,,27.6,79.3,,19.5,54.76,0.03,,43.1,2.18,0.07,0.04,17.83,1.39,68.57,44,50.33,2.87,1.66,,0.07,0.48,10.49,6.19,181.91,8.96,5.58,0.92,0.94,9.53,0.26,0.52,0.99,0.48,8.77,10.54,18.2,5.62,22.96,22.44,3.55,,4.09,,8.74,1.99,12.99,12.16,2.1,0.53,,,,,104.57,1.2,0.74,,,5.07,31.3,1.16,2.72,2.55,0.8,4.21,13.5,12.32,16.17,,6.7,,9.18,12.2,,,9,1309275508.0,Chemicals: Specialty,Process Industries
OGE,9.55,65.26,,7.4,2.1,68.7,,,7.9,69.11,5.65,10.3,65.43,1.25,,,39.56,0.71,94.26,68.13,32.24,4.24,1.18,,0.64,4.24,18.41,10.61,,18.75,10.69,4.79,4.75,5.43,0.34,,,4.24,18.63,17.49,6.56,5.4,32.25,47.25,2.76,,14.83,,24.69,1.77,19.39,20.29,1.72,2.86,,,,,,1.27,1,,,7.49,25.65,0.81,3.4,1.77,0.36,3.2,6.25,6.13,9.19,,4.73,,0.63,16.28,,,9,7164278727.0,Electric Utilities,Utilities
OGN,,54.06,,,,,,,,66.24,5.3,13.22,57.36,1.36,0.26,0.08,21.03,1.64,173.61,158.17,94.65,6.05,60.11,,0.32,5.3,11.28,9.29,16.91,,,,2.1,8.87,0.01,12.4,14.7,5.3,4.72,,3.88,1.75,24.42,58.59,2.56,,15.76,,21.18,37.21,5.35,5.96,,0.84,,,,,6.8,,,,,5.02,9.74,,,,1.17,8.61,52.74,13.11,,,24.24,,6.64,,,,6,4993805380.0,Pharmaceuticals: Major,Health Technology
OGS,,52.95,,5.2,6.4,8.8,4.1,,14,58.69,5.52,13.1,52.06,0.89,0.01,,67.49,0.41,65.54,53.59,45.4,4.72,1.13,,0.68,3.9,18.04,10.33,,17.05,10.34,2.89,3.41,5.54,0.36,,,3.92,17.64,1.02,3.9,2.12,65.26,36.18,3.01,,10.83,,18.48,1.35,17.09,17.39,2.45,1.85,,,,,,1.11,0.78,,,8.6,,2.36,,1.6,0.26,2.92,6.18,6.32,8.11,,3.92,,0.6,17,,,10,4194820346.000001,Gas Distributors,Utilities
OII,21.39,47.85,,3.9,,58.4,,11.8,8.8,34.12,,18.07,43.24,3.58,0.49,0.43,26.02,1.72,36.93,27.05,53.72,2.72,1.37,,,,14.08,9.61,29.47,,,0.71,1.23,7.1,0.28,4.18,4.05,,18.97,,36.93,6.85,21.33,16.93,5.55,,4.87,,7.92,4.05,21.5,26.28,,1.03,,,,,24.93,2.24,1.1,,,12.37,20.46,,2.76,4.28,1.42,5.53,27.54,14.69,20.65,,10.11,,,,,,6,2491270562.0000005,Industrial Machinery,Producer Manufacturing
OKE,27.9,60.82,,27.7,0.7,29.7,31.5,,22.6,59.81,5.24,13.83,61.73,1.85,0.01,,87.03,0.62,22.93,38.74,28.01,4.02,1.31,,0.82,4.54,16.12,13.3,29.41,13.76,11.55,3.11,3.79,6.2,0.38,12.89,4.84,4.58,17.4,18.43,,13.83,59.15,32.77,3.83,,13.41,,22.4,3.04,19.21,18.26,1.47,2.51,,,,,19.55,2,1.81,,,10.82,17.93,1.15,2.03,4.93,0.41,6.37,14.79,12.16,17.5,,8.32,,,27.81,,,10,30235956718.000004,Oil & Gas Pipelines,Industrial Services
OLLI,37.16,58.65,2.1,6.4,,,,,7.3,73.28,,26.19,63.11,6.89,1.1,0.7,99.11,2.83,145.07,31.58,0.31,1.65,0.32,,,,23.39,20.49,47.91,23.93,19.47,2.67,2.82,4.28,0.66,5.88,2.14,,30.35,4.16,8.96,9.54,78.28,40.1,,,9.14,,12.05,3.87,30.5,29.85,6.22,2.78,,0.89,1.98,,47.33,3.1,,,60.8,23.14,31.93,,2.39,7.08,1.13,8.91,25.53,13.57,13.52,,11.3,,0.54,42.16,,,10,4811085530.000001,Department Stores,Retail Trade
OLN,,47.25,8.7,26.5,,,,89,13.3,69.42,1.86,,54.59,2.19,0.13,0.06,43.42,1.43,59.44,48.76,45.31,3.1,1.52,,0.31,1.86,15.3,7.72,13.58,18.7,8.55,1.27,1.23,6.54,0.28,9.06,11.66,1.86,25.98,13.51,,3.37,50.52,13.68,3.02,,4.26,,8.49,2.39,19.13,16.72,,0.81,,,,,9.08,2.79,0.98,,,6.69,8.85,,0.51,10.49,0.82,3.61,15.92,8.36,12.38,,6.99,,10.46,18.48,,,6,6285020429.999999,Industrial Specialties,Process Industries
OLPX,,59.41,1.4,18.4,,12.6,,11.2,18.1,70.38,,,62.29,2.23,7.19,0.78,2.19,9.27,289.78,40.49,33.8,3.62,0.76,,,,11.8,8.37,9.51,,,3.43,3.44,8.47,0.49,36.2,11.63,,15.42,,23.36,3.45,2.77,69.41,1.47,,10.95,,22.19,1.58,29.43,15.85,,3.15,,,,,8.73,,,,,8.48,,,,,7.85,2.75,122.08,7.6,5.68,,6.15,,0.42,,,,5,1479618159.0,Household/Personal Care,Consumer Non-Durables
OMAB,,35.64,0.3,,,56.9,70,73.6,39.6,21.24,5.17,,31.2,3.46,0.34,0.15,62.1,0.86,,171.59,72.38,2.55,1.39,,0.88,5.17,15.73,14.38,35.31,9.47,8.69,4.89,8.41,6.36,0.3,26.73,3.71,8.6,11.6,6.72,10.94,7.5,95.49,64.13,6.44,,32.59,,51.3,7.31,22.22,22.32,1.51,8.18,,1.59,1.77,,30.63,,1.1,,,23.07,34.43,,1.7,,0.86,9.1,128.21,17.22,25.11,,12.18,,7.51,18.88,,,10,4691490139.824924,Other Transportation,Transportation
OMC,14.71,61.25,2.7,8.4,2.5,12,16.5,,6.2,73.53,3.38,2.69,65.39,1.85,0.18,0.38,97.29,0.93,48.13,309.65,191.84,2.81,1.94,,0.37,2.9,10.16,9.24,17.23,10.1,9.12,1.49,1.53,9.84,0.13,8.9,7.07,2.9,12.2,11.05,10.06,4.76,90.42,18.68,10,,8.97,,14.53,5.23,13.46,12.8,4.74,1.28,,0.99,1.16,,14.42,,1.08,,,13.43,20.56,2.55,1.25,,0.81,5.11,119.68,18.95,39.42,,9.76,,2.84,14.81,,,10,15293995391.000002,Advertising/Marketing Services,Commercial Services
OMCL,,73.75,,4.9,,,37.2,,7.5,71.99,,0.84,73.97,2.04,1.4,0.93,43.48,2.45,63.53,26.97,87.03,11.19,0.51,,,,,36.11,13.1,,,3.82,1.84,,0.53,14.03,7.58,,34.98,,,,52.83,41.13,,,,,,1.66,,43.92,,1.85,,,,,13.13,4.34,0.65,,,9.76,21.8,,1.01,9.66,2.22,,,,,,,,0.09,57.97,,,9,2511528996.0,Information Technology Services,Technology Services
ON,,55.51,,28.5,,46,95.6,,13.8,62.94,,,58.18,5.93,1.28,0.8,76.68,3.01,183.65,66.75,43.05,1.14,0.4,,,,14.34,11.27,39.56,16.97,12.87,4.62,4.25,6.97,0.61,10.75,2.55,,19.11,22.43,,,69.35,46.3,36.45,,24.84,,29.6,3.94,17.47,15.81,0.64,4.34,,0.46,1.73,,39.87,1.89,2.56,,32.63,16.58,29.44,0.63,1.82,5.06,1.95,14.58,36.32,21.02,25.01,,21.35,,1.89,36.87,,,10,40175345628.00001,Semiconductors,Electronic Technology
ONON,34.7,61.83,,56.2,,,,,22,71.31,,26.89,65.45,10.72,1.37,2.01,43.46,2.98,179.92,44.9,47.87,1.23,0.28,,,,59.68,41.34,31.87,43.03,30.92,5,5.74,1.68,0.6,18,3.04,,42.24,,49.13,26.2,39.17,59.96,14.82,,7.6,,9.19,9.7,80.4,58.36,,7.98,,,,,41.65,5.36,,,18.11,36.48,,,,10.63,2.18,8.71,27.53,14.1,13.61,,15.79,,,,,,2,9479778117.0,Apparel/Footwear,Consumer Non-Durables
ONTO,72.63,59.02,,10.9,,24.9,76.8,13.6,13.7,74.57,,17.3,65.4,37.71,5.3,44.42,215.75,9.33,280.55,42.07,88.98,0.08,0.01,,,,62.45,43.52,52.4,,34.24,9.79,10.71,1.6,0.91,20.43,1.72,,42.86,21.23,35.31,18.3,104.65,51.42,,,18.5,,17.14,5.81,64.4,53.68,1.35,11.91,,1.56,1.7,,58.34,4.3,3.23,17.39,8.79,50.29,64.78,2.15,3.72,7.74,7.18,8.69,26.78,8.7,9.54,,12.6,,0.02,107.34,,,9,6103294796.0,Electronic Equipment/Instruments,Electronic Technology
OPAL,,48.58,,,,,,,25.8,69.59,,,54.73,0.29,0.34,0.12,3.81,1.29,19.14,22,32.89,4.51,,,,,11.96,8.44,,6.35,4.71,1.32,1.51,8.36,,,,,9.57,,,29.56,0.0,29.33,1.44,,4.34,,6.94,,45.88,,,0.34,,,,,,,,,,2.24,,,,,1.16,1.75,10.67,5.71,,,3.15,,,,,,3,1249397899.0,Industrial Specialties,Process Industries
OPCH,,54.72,1,13,,38,,48.7,12.5,52.43,,,54.43,3.76,0.54,0.31,31.03,1.77,26.59,47.54,34.97,3.14,0.87,,,,18.78,15.78,31.59,,,1.27,1.34,5.32,0.42,4.25,3.68,,25.63,23.11,,9.52,37.4,21.55,6.3,,4.6,,6.87,3.77,26.07,26.07,0.57,1.21,,,,,27.95,,2.28,,,22.88,34.37,1.08,1.85,,1.36,6.45,86.76,12.49,14.72,,10.11,,5.04,,,,3,6266904567.999999,Medical/Nursing Services,Health Services
OPEN,,51.61,,,,,33.8,,,73.71,,,57.25,0.98,2.06,0.33,2.01,8.27,147.56,4.88,,,2.9,,,,,,,,,0.57,0.66,,0.25,,,,,,32.97,14.49,1.71,9.05,,,,,,1.61,,,,0.29,,,,,,,,,1.95,,,,,1.68,2.58,,,,,,,,187.59,,,,,2122608532.0000005,Real Estate Development,Finance
OPK,,68.1,,,,,,,,81.03,,47.52,72.83,,0.18,0.15,1.62,1.63,45.14,52,68.12,,0.19,,,,,,,,,1.91,1.86,,0.71,,,,,,37.75,,1.15,25.98,,,,,,0.81,,,,1.67,,,,,,,0.84,,,,,,3.31,81,1.36,,,,,,,,1.44,,,,1,1267812779.0,Medical/Nursing Services,Health Services
OR,36.12,59.91,,,5.5,,25.7,,0.5,79.63,1.19,30.61,65.37,11.24,3.89,0.6,17.61,4.92,0.07,30.56,7.97,,0.07,,0.87,1.01,,,37.72,,,17.82,17.69,,0.88,46.66,2.68,1.08,36.16,,37.69,10.13,14.2,74.58,7.91,,,,60.04,2.66,,85.47,,17.48,,,,,37.36,3.32,1.3,,,22.44,,,4.25,2.88,4.92,,,,,,7.76,,1.76,,,,4,2410302164.8476896,Precious Metals,Non-Energy Minerals
ORA,,47.35,,5.9,2.9,,17.1,,0.7,45.96,0.65,9.98,46.13,1.38,0.12,0.03,73.13,0.97,27.18,84.48,67.8,4.79,1,,0.22,0.66,26.53,13.52,,29.04,12.88,7.55,7.57,3.77,0.43,,,0.66,37.25,,14.23,9.15,91.7,31.43,1.58,,14.89,,20.64,1.86,33.39,33.39,27.83,5,,,,,,1.86,1.13,,,13.63,,,12.99,2.32,0.89,2.51,6.27,5.33,5.7,,3.74,,,34.5,,,10,4494818378.0,Electric Utilities,Utilities
